,Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO
10,Detroit Red Wings,82,4991:34,51,21,10,45,112,0.683,5164,3806,57.57,4033,3065,56.82,2965,2274,56.59,289,240,54.63,232.62,190.78,54.94,2257,1791,55.76,1453,1201,54.75,220,187,54.05,15.14,84.43,834,726,53.46,651,590,52.46,132,119,52.59,20.28,79.83,1423,1065,57.19,802,611,56.76,88,68,56.41,10.97,88.87,2536,1734,59.39,1426,988,59.07,67,48,58.26,4.7,95.14,9.75,89.45,0.992
11,Edmonton Oilers,82,4984:52,38,35,9,32,85,0.518,4273,4771,47.25,3215,3697,46.51,2303,2668,46.33,228,244,48.31,209.6,237.78,46.85,1854,2097,46.92,1164,1387,45.63,172,201,46.11,14.78,85.51,721,862,45.55,543,668,44.84,116,127,47.74,21.36,80.99,1133,1235,47.85,621,719,46.34,56,74,43.08,9.02,89.71,2079,2311,47.36,1092,1223,47.17,52,42,55.32,4.76,96.57,9.9,90.85,1.008
12,Florida Panthers,82,4998:18,41,30,11,38,93,0.567,4399,4988,46.86,3322,3883,46.11,2412,2844,45.89,231,223,50.88,210.35,244.84,46.21,2083,2244,48.14,1341,1459,47.89,183,176,50.97,13.65,87.94,863,917,48.48,679,732,48.12,124,123,50.2,18.26,83.2,1220,1327,47.9,662,727,47.66,59,53,52.68,8.91,92.71,1977,2388,45.29,1008,1315,43.39,46,40,53.49,4.56,96.96,9.58,92.16,1.017
13,Los Angeles Kings,82,5002:03,34,37,11,29,79,0.482,4590,4377,51.19,3497,3337,51.17,2383,2302,50.86,202,226,47.2,218.25,206.78,51.35,2052,1980,50.89,1206,1150,51.19,151,180,45.62,12.52,84.35,833,749,52.65,600,547,52.31,102,118,46.36,17.0,78.43,1219,1231,49.76,606,603,50.12,49,62,44.14,8.09,89.72,2208,2069,51.62,1127,1092,50.79,45,39,53.57,3.99,96.43,8.48,90.18,0.987
14,Minnesota Wild,82,4986:35,40,33,9,35,89,0.543,4147,4500,47.96,3165,3467,47.72,2258,2518,47.28,214,197,52.07,176.87,196.04,47.43,1726,1907,47.51,1086,1187,47.78,159,158,50.16,14.64,86.69,638,710,47.33,491,538,47.72,106,103,50.72,21.59,80.86,1088,1197,47.61,595,649,47.83,53,55,49.07,8.91,91.53,2078,2263,47.87,1094,1281,46.06,48,37,56.47,4.39,97.11,9.48,92.18,1.017
15,Montreal Canadiens,82,5006:42,41,30,11,34,93,0.567,4660,4917,48.66,3396,3601,48.54,2461,2601,48.62,242,240,50.21,222.38,228.48,49.32,2222,2296,49.18,1304,1386,48.48,182,196,48.15,13.96,85.86,884,916,49.11,666,685,49.3,115,137,45.63,17.27,80.0,1338,1380,49.23,638,701,47.65,67,59,53.17,10.5,91.58,2069,2207,48.39,1080,1133,48.8,57,42,57.58,5.28,96.29,9.83,90.77,1.006
16,New Jersey Devils,82,4991:53,51,27,4,45,106,0.646,4690,4174,52.91,3626,3204,53.09,2698,2415,52.77,238,207,53.48,227.12,187.31,54.8,2123,1819,53.86,1404,1200,53.92,193,164,54.06,13.75,86.33,854,724,54.12,690,593,53.78,139,115,54.72,20.14,80.61,1269,1095,53.68,714,607,54.05,54,49,52.43,7.56,91.93,2216,2016,52.36,1228,1148,51.68,43,41,51.19,3.5,96.43,8.82,91.43,1.002
17,Nashville Predators,82,4996:03,40,34,8,34,88,0.537,4274,4352,49.55,3289,3317,49.79,2375,2411,49.62,207,228,47.59,204.62,221.4,48.03,1846,1970,48.38,1151,1282,47.31,159,190,45.56,13.81,85.18,722,847,46.02,540,640,45.76,111,138,44.58,20.56,78.44,1124,1123,50.02,611,642,48.76,48,52,48.0,7.86,91.9,2049,2008,50.51,1122,1055,51.54,45,32,58.44,4.01,96.97,8.72,90.54,0.993
18,New York Islanders,82,4976:26,26,47,9,23,61,0.372,4419,5216,45.86,3230,3825,45.78,2373,2751,46.31,198,274,41.95,209.92,250.18,45.62,2094,2465,45.93,1320,1487,47.03,151,219,40.81,11.44,85.27,862,1026,45.66,687,794,46.39,113,154,42.32,16.45,80.6,1232,1439,46.13,633,693,47.74,38,65,36.89,6.0,90.62,1918,2303,45.44,978,1194,45.03,41,52,44.09,4.19,95.64,8.34,90.04,0.984
19,New York Rangers,82,5010:44,43,30,9,33,95,0.579,4895,4341,53.0,3709,3384,52.29,2659,2433,52.22,200,212,48.54,256.01,240.36,51.58,2562,2330,52.37,1557,1504,50.87,168,181,48.14,10.79,87.97,1040,1028,50.29,746,794,48.44,126,138,47.73,16.89,82.62,1522,1302,53.9,811,710,53.32,42,43,49.41,5.18,93.94,2028,1729,53.98,1025,858,54.43,31,28,52.54,3.02,96.74,7.52,91.29,0.988
20,Ottawa Senators,82,4993:29,36,35,11,32,83,0.506,4324,4359,49.8,3259,3212,50.36,2406,2337,50.73,213,231,47.97,206.29,200.45,50.72,2000,2031,49.62,1214,1204,50.21,168,171,49.56,13.84,85.8,775,789,49.55,593,601,49.66,106,109,49.3,17.88,81.86,1225,1242,49.66,621,603,50.74,62,62,50.0,9.98,89.72,2014,1979,50.44,1132,1062,51.6,42,52,44.68,3.71,95.1,8.85,90.12,0.99
21,Philadelphia Flyers,82,5004:36,44,27,11,40,99,0.604,4506,4951,47.65,3363,3708,47.56,2441,2668,47.78,260,232,52.85,223.0,236.16,48.57,2107,2212,48.78,1269,1335,48.73,214,194,52.45,16.86,85.47,836,865,49.15,636,665,48.89,154,139,52.56,24.21,79.1,1271,1347,48.55,633,670,48.58,60,55,52.17,9.48,91.79,2042,2393,46.04,1068,1249,46.09,41,35,53.95,3.84,97.2,10.65,91.3,1.02
22,Phoenix Coyotes,82,4961:30,36,39,7,33,79,0.482,4211,4878,46.33,3195,3669,46.55,2303,2591,47.06,205,249,45.15,192.22,218.9,46.76,1882,2146,46.72,1182,1322,47.2,161,200,44.6,13.62,84.87,754,851,46.98,590,626,48.52,116,137,45.85,19.66,78.12,1128,1295,46.55,592,696,45.96,45,63,41.67,7.6,90.95,2016,2401,45.64,1058,1192,47.02,41,45,47.67,3.88,96.22,8.9,90.39,0.993
23,Pittsburgh Penguins,82,5009:48,45,28,9,39,99,0.604,4376,4722,48.1,3304,3442,48.98,2381,2484,48.94,258,233,52.55,224.86,218.15,50.76,2170,2139,50.36,1381,1334,50.87,218,192,53.17,15.79,85.61,808,835,49.18,636,651,49.42,138,142,49.29,21.7,78.19,1362,1304,51.09,745,683,52.17,80,50,61.54,10.74,92.68,1957,2222,46.83,967,1087,47.08,37,36,50.68,3.83,96.69,10.84,90.62,1.015
24,San Jose Sharks,82,4999:45,53,18,11,47,117,0.713,4892,4012,54.94,3731,3044,55.07,2720,2228,54.97,251,199,55.78,254.04,195.44,56.52,2301,1799,56.12,1497,1217,55.16,208,156,57.14,13.89,87.18,944,763,55.3,760,610,55.47,144,110,56.69,18.95,81.97,1357,1036,56.71,737,607,54.84,64,46,58.18,8.68,92.42,2280,1892,54.65,1177,940,55.6,43,41,51.19,3.65,95.64,9.23,91.07,1.003
25,St Louis Blues,82,4994:49,41,31,10,35,92,0.561,4151,4477,48.11,3235,3349,49.13,2271,2342,49.23,227,227,50.0,207.07,210.96,49.53,1905,1995,48.85,1207,1183,50.5,193,175,52.45,15.99,85.21,724,737,49.56,537,538,49.95,123,111,52.56,22.91,79.37,1181,1258,48.42,670,645,50.95,70,64,52.24,10.45,90.08,1938,2145,47.47,1017,1082,48.45,28,48,36.84,2.75,95.56,10.0,90.31,1.003
26,Tampa Bay Lightning,82,5008:12,24,40,18,21,66,0.402,4137,4747,46.57,3190,3643,46.69,2338,2702,46.39,207,269,43.49,201.55,228.69,46.85,2054,2223,48.02,1310,1420,47.99,168,206,44.92,12.82,85.49,817,837,49.4,646,647,49.96,110,140,44.0,17.03,78.36,1237,1386,47.16,664,773,46.21,58,66,46.77,8.73,91.46,1855,2261,45.07,975,1217,44.48,37,58,38.95,3.79,95.23,8.85,90.04,0.989
27,Toronto Maple Leafs,82,5005:52,34,35,13,28,81,0.494,4920,4842,50.4,3687,3590,50.67,2603,2481,51.2,244,286,46.04,226.94,228.9,49.79,2256,2294,49.58,1340,1340,50.0,194,234,45.33,14.48,82.54,868,917,48.63,669,710,48.51,137,157,46.6,20.48,77.89,1388,1377,50.2,671,630,51.58,57,77,42.54,8.49,87.78,2373,2226,51.6,1193,1055,53.07,48,51,48.48,4.02,95.17,9.37,88.47,0.978
28,Vancouver Canucks,82,5006:56,45,27,10,42,100,0.61,4346,4344,50.01,3284,3351,49.5,2335,2394,49.38,243,213,53.29,225.25,214.02,51.28,1996,2045,49.39,1231,1296,48.71,203,172,54.13,16.49,86.73,931,880,51.41,708,675,51.19,152,123,55.27,21.47,81.78,1065,1165,47.76,523,621,45.72,51,49,51.0,9.75,92.11,1951,1975,49.69,1003,1032,49.29,33,40,45.21,3.29,96.12,10.41,91.1,1.015
29,Washington Capitals,82,4985:38,50,24,8,46,108,0.659,5145,4440,53.68,3807,3329,53.35,2748,2418,53.19,268,240,52.76,252.4,218.36,53.62,2509,2255,52.67,1545,1294,54.42,213,186,53.38,13.79,85.63,908,855,51.5,696,633,52.37,125,121,50.81,17.96,80.88,1601,1400,53.35,849,661,56.23,88,65,57.52,10.37,90.17,2306,1938,54.34,1115,1069,51.05,48,51,48.48,4.3,95.23,9.75,90.07,0.998
