,Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO
10,Calgary Flames,3,185:00,1,2,0,0,2,0.333,178,169,51.3,121,120,50.21,69,89,43.67,6,12,33.33,8.4,8.75,48.99,82,79,50.93,29,44,39.73,3,10,23.08,10.34,77.27,33,38,46.48,18,25,41.86,3,7,30.0,16.67,72.0,49,41,54.44,11,19,36.67,0,3,0.00,0.0,84.21,112,102,52.34,34,39,46.58,3,2,60.00,8.82,94.87,8.7,86.52,0.952
11,Edmonton Oilers,2,125:00,1,0,1,1,3,0.75,135,98,57.94,101,62,61.96,72,37,66.06,6,4,60.0,8.66,4.04,68.21,74,48,60.66,47,18,72.31,5,3,62.5,10.64,83.33,32,16,66.67,24,10,70.59,3,2,60.0,12.5,80.0,42,32,56.76,23,8,74.19,2,1,66.67,8.7,87.5,71,63,52.99,21,16,56.76,0,1,0.00,0.0,93.75,8.33,89.19,0.975
12,Vegas Golden Knights,3,191:20,1,0,2,1,4,0.667,199,158,55.74,142,110,56.35,93,71,56.71,10,10,50.0,8.05,8.71,48.05,83,81,50.61,38,41,48.1,4,10,28.57,10.53,75.61,34,33,50.75,17,23,42.5,3,9,25.0,17.65,60.87,49,48,50.52,21,18,53.85,1,1,50.00,4.76,94.44,141,82,63.23,50,22,69.44,5,0,100.00,10.0,100.0,10.75,85.92,0.967
13,Buffalo Sabres,3,180:00,0,3,0,0,0,0.0,191,189,50.26,137,147,48.24,88,101,46.56,2,10,16.67,6.81,11.14,37.93,65,81,44.52,34,48,41.46,0,8,0.0,0.0,83.33,25,32,43.86,15,23,39.47,0,3,0.0,0.0,86.96,40,49,44.94,19,25,43.18,0,5,0.00,0.0,80.0,134,128,51.15,50,45,52.63,2,1,66.67,4.0,97.78,2.27,90.1,0.924
14,Detroit Red Wings,3,180:00,2,1,0,2,4,0.667,167,161,50.91,123,112,52.34,81,80,50.31,10,10,50.0,9.4,6.62,58.67,85,85,50.0,49,51,49.0,8,9,47.06,16.33,82.35,34,23,59.65,19,17,52.78,4,4,50.0,21.05,76.47,51,62,45.13,30,34,46.88,4,5,44.44,13.33,85.29,88,93,48.62,27,23,54.0,0,1,0.00,0.0,95.65,12.35,87.5,0.998
15,Ottawa Senators,3,180:00,1,2,0,1,2,0.333,181,159,53.24,132,111,54.32,94,78,54.65,8,14,36.36,8.39,9.49,46.93,76,76,50.0,44,45,49.44,4,11,26.67,9.09,75.56,30,26,53.57,25,19,56.82,4,6,40.0,16.0,68.42,46,50,47.92,19,26,42.22,0,5,0.00,0.0,80.77,138,86,61.61,43,30,58.9,3,3,50.00,6.98,90.0,8.51,82.05,0.906
16,Tampa Bay Lightning,3,180:00,1,2,0,1,2,0.333,157,199,44.1,107,144,42.63,65,96,40.37,11,13,45.83,8.05,10.04,44.48,81,80,50.31,38,45,45.78,8,9,47.06,21.05,80.0,30,33,47.62,16,22,42.11,4,6,40.0,25.0,72.73,51,47,52.04,22,23,48.89,4,3,57.14,18.18,86.96,87,139,38.5,25,42,37.31,3,3,50.00,12.0,92.86,16.92,86.46,1.034
17,Philadelphia Flyers,3,184:43,1,1,1,1,3,0.5,150,197,43.23,109,149,42.25,65,99,39.63,9,8,52.94,11.01,11.13,49.72,83,96,46.37,39,53,42.39,9,6,60.0,23.08,88.68,37,39,48.68,16,30,34.78,4,3,57.14,25.0,90.0,46,57,44.66,23,23,50.0,5,3,62.50,21.74,86.96,85,118,41.87,21,43,32.81,0,2,0.00,0.0,95.35,13.85,91.92,1.058
18,New York Islanders,3,180:00,0,3,0,0,0,0.0,222,172,56.35,157,118,57.09,108,83,56.54,7,13,35.0,10.17,13.76,42.51,99,98,50.25,59,56,51.3,6,12,33.33,10.17,78.57,32,49,39.51,25,35,41.67,2,8,20.0,8.0,77.14,67,49,57.76,34,21,61.82,4,4,50.00,11.76,80.95,147,73,66.82,46,23,66.67,1,1,50.00,2.17,95.65,6.48,84.34,0.908
19,New Jersey Devils,3,180:00,2,1,0,2,4,0.667,165,197,45.58,120,130,48.0,79,83,48.77,11,11,50.0,8.59,9.78,46.77,69,103,40.12,39,46,45.88,8,7,53.33,20.51,84.78,31,34,47.69,20,17,54.05,5,5,50.0,25.0,70.59,38,69,35.51,19,29,39.58,3,2,60.00,15.79,93.1,105,116,47.51,33,33,50.0,2,3,40.00,6.06,90.91,13.92,86.75,1.007
20,Carolina Hurricanes,2,124:43,2,0,0,2,4,1.0,160,97,62.26,119,68,63.64,72,45,61.54,10,6,62.5,8.79,4.83,64.53,88,51,63.31,43,25,63.24,8,6,57.14,18.6,76.0,29,21,58.0,18,12,60.0,5,2,71.43,27.78,83.33,59,30,66.29,25,13,65.79,3,4,42.86,12.0,69.23,89,54,62.24,26,15,63.41,1,0,100.00,3.85,100.0,13.89,86.67,1.006
21,Minnesota Wild,3,185:00,2,1,0,1,4,0.667,184,189,49.33,139,136,50.55,99,92,51.83,12,10,54.55,9.32,10.45,47.16,77,95,44.77,39,51,43.33,8,9,47.06,20.51,82.35,40,31,56.34,22,19,53.66,6,3,66.67,27.27,84.21,37,64,36.63,17,32,34.69,2,6,25.00,11.76,81.25,120,112,51.72,52,35,59.77,4,1,80.00,7.69,97.14,12.12,89.13,1.013
22,St Louis Blues,3,180:00,2,1,0,2,4,0.667,183,179,50.55,126,128,49.61,89,79,52.98,9,9,50.0,9.81,8.97,52.24,88,81,52.07,49,34,59.04,8,7,53.33,16.33,79.41,47,39,54.65,34,22,60.71,6,7,46.15,17.65,68.18,41,42,49.4,15,12,55.56,2,0,100.00,13.33,100.0,103,106,49.28,31,40,43.66,0,2,0.00,0.0,95.0,10.11,88.61,0.987
23,Columbus Blue Jackets,3,180:00,1,2,0,1,2,0.333,207,202,50.61,144,157,47.84,104,112,48.15,10,9,52.63,10.58,10.39,50.46,100,86,53.76,52,46,53.06,9,5,64.29,17.31,89.13,32,38,45.71,17,23,42.5,5,3,62.5,29.41,86.96,68,48,58.62,35,23,60.34,4,2,66.67,11.43,91.3,126,137,47.91,46,59,43.81,1,3,25.00,2.17,94.92,9.62,91.96,1.016
24,Nashville Predators,3,182:56,2,0,1,2,5,0.833,175,181,49.16,120,130,48.0,80,94,45.98,8,5,61.54,10.46,7.94,56.86,82,83,49.7,40,47,45.98,6,5,54.55,15.0,89.36,31,31,50.0,18,23,43.9,3,5,37.5,16.67,78.26,51,52,49.51,22,24,47.83,3,0,100.00,13.64,100.0,112,131,46.09,38,45,45.78,2,0,100.00,5.26,100.0,10.0,94.68,1.047
25,Dallas Stars,2,125:00,2,0,0,1,4,1.0,99,140,41.42,82,94,46.59,59,64,47.97,9,8,52.94,6.68,6.81,49.54,56,68,45.16,38,31,55.07,8,7,53.33,21.05,77.42,23,30,43.4,20,14,58.82,6,4,60.0,30.0,71.43,33,38,46.48,18,17,51.43,2,3,40.00,11.11,82.35,56,76,42.42,20,29,40.82,1,1,50.00,5.0,96.55,15.25,87.5,1.028
26,Winnipeg Jets,3,180:00,2,1,0,2,4,0.667,161,213,43.05,114,151,43.02,78,104,42.86,12,9,57.14,10.2,11.3,47.45,83,107,43.68,43,63,40.57,11,7,61.11,25.58,88.89,36,42,46.15,24,29,45.28,9,5,64.29,37.5,82.76,47,65,41.96,19,34,35.85,2,2,50.00,10.53,94.12,84,122,40.78,32,39,45.07,1,2,33.33,3.13,94.87,15.38,91.35,1.067
27,Utah Mammoth,3,182:56,1,2,0,1,2,0.333,163,153,51.58,121,106,53.3,79,63,55.63,5,7,41.67,7.54,8.6,46.73,70,80,46.67,35,37,48.61,4,6,40.0,11.43,83.78,28,34,45.16,17,20,45.95,3,3,50.0,17.65,85.0,42,46,47.73,18,17,51.43,1,3,25.00,5.56,82.35,107,99,51.94,42,24,63.64,1,1,50.00,2.38,95.83,6.33,88.89,0.952
28,Vancouver Canucks,3,180:00,1,2,0,1,2,0.333,151,189,44.41,111,138,44.58,70,90,43.75,8,9,47.06,7.79,11.8,39.77,73,97,42.94,30,51,37.04,6,6,50.0,20.0,88.24,25,43,36.76,13,31,29.55,4,4,50.0,30.77,87.1,48,54,47.06,17,20,45.95,2,2,50.00,11.76,90.0,94,99,48.7,38,30,55.88,2,1,66.67,5.26,96.67,11.43,90.0,1.014
29,San Jose Sharks,2,122:10,0,0,2,0,2,0.5,96,147,39.51,65,113,36.52,46,74,38.33,9,11,45.0,5.71,8.02,41.61,55,73,42.97,30,34,46.88,9,9,50.0,30.0,73.53,16,35,31.37,13,21,38.24,5,7,41.67,38.46,66.67,39,38,50.65,17,13,56.67,4,2,66.67,23.53,84.62,49,87,36.03,12,37,24.49,0,1,0.00,0.0,97.3,19.57,85.14,1.047
30,Anaheim Ducks,2,120:46,1,1,0,1,2,0.5,172,96,64.18,124,76,62.0,79,54,59.4,8,9,47.06,8.56,5.32,61.67,80,53,60.15,38,31,55.07,8,8,50.0,21.05,74.19,40,17,70.18,23,12,65.71,6,4,60.0,26.09,66.67,40,36,52.63,15,19,44.12,2,4,33.33,13.33,78.95,99,51,66.0,38,19,66.67,0,1,0.00,0.0,94.74,10.13,83.33,0.935
31,Seattle Kraken,2,124:56,2,0,0,2,4,1.0,112,154,42.11,90,104,46.39,53,63,45.69,5,2,71.43,6.65,5.55,54.5,56,60,48.28,28,28,50.0,4,1,80.0,14.29,96.43,24,25,48.98,14,11,56.0,4,1,80.0,28.57,90.91,32,35,47.76,14,17,45.16,0,0,-,0.0,100.0,66,103,39.05,21,32,39.62,1,1,50.00,4.76,96.88,9.43,96.83,1.063
