,Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO
16,New Jersey Devils,82,4975:52,38,39,5,35,81,0.494,4149,3762,52.45,3179,2887,52.41,2344,2152,52.14,171,207,45.24,189.26,178.84,51.42,1791,1707,51.2,1149,1106,50.95,126,167,43.0,10.97,84.9,664,710,48.33,511,588,46.5,93,123,43.06,18.2,79.08,1127,997,53.06,638,518,55.19,33,44,42.86,5.17,91.51,2065,1783,53.66,1125,981,53.42,44,35,55.7,3.91,96.43,7.3,90.38,0.977
17,Nashville Predators,82,4994:13,44,27,11,38,99,0.604,4280,4434,49.12,3202,3427,48.3,2362,2510,48.48,213,190,52.85,207.18,209.73,49.69,1912,2055,48.2,1178,1320,47.16,165,156,51.4,14.01,88.18,751,836,47.32,569,640,47.06,117,104,52.94,20.56,83.75,1161,1219,48.78,609,680,47.25,48,52,48.0,7.88,92.35,1968,1956,50.15,1087,1100,49.7,45,30,60.0,4.14,97.27,9.02,92.43,1.014
18,New York Islanders,82,5013:07,30,39,13,26,73,0.445,4513,5105,46.92,3310,3718,47.1,2409,2620,47.9,225,258,46.58,230.85,255.14,47.5,2266,2469,47.86,1397,1478,48.59,186,211,46.85,13.31,85.72,986,1061,48.17,778,779,49.97,138,141,49.46,17.74,81.9,1280,1408,47.62,619,699,46.97,48,70,40.68,7.75,89.99,1863,2195,45.91,919,1052,46.63,36,42,46.15,3.92,96.01,9.34,90.15,0.995
19,New York Rangers,82,4991:46,44,33,5,35,93,0.567,4472,4606,49.26,3393,3305,50.66,2453,2410,50.44,224,195,53.46,263.71,222.45,54.24,2612,2252,53.7,1604,1368,53.97,189,155,54.94,11.78,88.67,1239,955,56.47,918,733,55.6,138,124,52.67,15.03,83.08,1373,1297,51.42,686,635,51.93,51,31,62.2,7.43,95.12,1621,2048,44.18,790,989,44.41,31,37,45.59,3.92,96.26,9.13,91.91,1.01
20,Ottawa Senators,82,4972:02,32,40,10,30,74,0.451,4380,4626,48.63,3273,3511,48.25,2381,2559,48.2,190,245,43.68,202.16,228.31,46.96,1996,2186,47.73,1141,1292,46.9,151,198,43.27,13.23,84.67,795,965,45.17,597,726,45.12,101,147,40.73,16.92,79.75,1201,1221,49.59,544,566,49.01,50,51,49.5,9.19,90.99,2086,2138,49.38,1180,1189,49.81,37,43,46.25,3.14,96.38,7.98,90.43,0.984
21,Philadelphia Flyers,82,4988:16,47,23,12,44,106,0.646,4764,4803,49.8,3556,3486,50.5,2605,2471,51.32,256,216,54.24,238.61,228.17,51.12,2188,2137,50.59,1320,1272,50.93,215,157,57.8,16.29,87.66,979,895,52.24,791,670,54.14,154,108,58.78,19.47,83.88,1209,1242,49.33,529,602,46.77,61,49,55.45,11.53,91.86,2184,2289,48.83,1144,1103,50.91,37,55,40.22,3.23,95.01,9.83,91.26,1.011
22,Phoenix Coyotes,82,4995:29,43,26,13,38,99,0.604,4658,4827,49.11,3518,3771,48.26,2486,2673,48.19,226,220,50.67,216.75,237.15,47.75,2231,2278,49.48,1362,1444,48.54,178,178,50.0,13.07,87.67,854,963,47.0,634,722,46.76,122,124,49.59,19.24,82.83,1377,1315,51.15,728,722,50.21,56,54,50.91,7.69,92.52,2100,2231,48.49,1022,1155,46.95,39,40,49.37,3.82,96.54,9.09,91.77,1.009
23,Pittsburgh Penguins,82,5016:04,49,25,8,39,106,0.646,4841,4309,52.91,3553,3227,52.4,2582,2352,52.33,228,196,53.77,212.3,202.02,51.24,2102,1927,52.17,1295,1226,51.37,181,159,53.24,13.98,87.03,823,806,50.52,628,653,49.02,126,115,52.28,20.06,82.39,1279,1121,53.29,667,573,53.79,55,44,55.56,8.25,92.32,2387,2004,54.36,1230,1043,54.11,42,34,55.26,3.41,96.74,8.83,91.67,1.005
24,San Jose Sharks,82,4998:47,48,25,9,43,105,0.64,5250,4420,54.29,3927,3279,54.5,2832,2369,54.45,243,208,53.88,275.69,207.9,57.01,2485,1957,55.94,1608,1211,57.04,192,165,53.78,11.94,86.37,1093,826,56.96,841,620,57.56,134,104,56.3,15.93,83.23,1392,1131,55.17,767,591,56.48,58,61,48.74,7.56,89.68,2390,2088,53.37,1141,1068,51.65,44,42,51.16,3.86,96.07,8.58,91.22,0.998
25,St Louis Blues,82,4987:47,38,33,11,34,87,0.53,4675,4287,52.16,3518,3188,52.46,2475,2275,52.11,236,228,50.86,219.81,219.21,50.07,2156,2163,49.92,1297,1313,49.69,187,181,50.82,14.42,86.21,828,852,49.29,621,645,49.05,127,132,49.03,20.45,79.53,1328,1311,50.32,676,668,50.3,60,49,55.05,8.88,92.66,2153,1832,54.03,1113,905,55.15,47,46,50.54,4.22,94.92,9.54,89.98,0.995
26,Tampa Bay Lightning,82,5013:13,46,25,11,40,103,0.628,4738,4541,51.06,3595,3292,52.2,2606,2354,52.54,241,234,50.74,238.67,192.39,55.37,2416,1979,54.97,1501,1203,55.51,208,191,52.13,13.86,84.12,1057,735,58.98,795,576,57.99,154,127,54.8,19.37,77.95,1359,1244,52.21,706,627,52.96,54,64,45.76,7.65,89.79,2057,2185,48.49,1048,1033,50.36,29,41,41.43,2.77,96.03,9.25,90.06,0.993
27,Toronto Maple Leafs,82,4994:40,37,34,11,32,85,0.518,4720,4953,48.8,3367,3630,48.12,2360,2540,48.16,213,245,46.51,203.93,221.76,47.91,2111,2228,48.65,1232,1294,48.77,164,188,46.59,13.31,85.47,727,873,45.44,537,649,45.28,104,114,47.71,19.37,82.43,1384,1355,50.53,695,645,51.87,60,74,44.78,8.63,88.53,2250,2333,49.09,1051,1123,48.34,47,53,47.0,4.47,95.28,9.03,90.35,0.994
28,Vancouver Canucks,82,4984:54,54,19,9,50,117,0.713,4901,4435,52.5,3646,3364,52.01,2624,2470,51.51,258,180,58.9,228.74,223.2,50.61,2242,2181,50.69,1333,1372,49.28,192,148,56.47,14.4,89.21,980,972,50.2,720,734,49.52,138,101,57.74,19.17,86.24,1262,1209,51.07,613,638,49.0,54,47,53.47,8.81,92.63,2279,1945,53.95,1191,1021,53.84,56,32,63.64,4.7,96.87,9.83,92.71,1.025
29,Washington Capitals,82,5010:36,48,23,11,43,107,0.652,4870,4575,51.56,3557,3318,51.74,2566,2375,51.93,219,191,53.41,239.6,207.12,53.64,2278,2170,51.21,1361,1248,52.17,171,155,52.45,12.56,87.58,907,865,51.19,688,619,52.64,112,109,50.68,16.28,82.39,1371,1305,51.23,673,629,51.69,59,46,56.19,8.77,92.69,2211,2093,51.37,1095,1058,50.86,44,36,55.0,4.02,96.6,8.53,91.96,1.005
