,Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO
10,Washington Capitals,56,3416:29,36,15,5,33,77,0.688,3005,2958,50.39,2301,2275,50.28,1647,1612,50.54,188,161,53.87,147.53,142.15,50.93,1382,1335,50.86,837,802,51.07,142,128,52.59,16.97,84.04,548,550,49.91,420,400,51.22,91,85,51.7,21.67,78.75,834,785,51.51,417,402,50.92,51,43,54.26,12.23,89.3,1419,1379,50.71,738,709,51.0,40,27,59.7,5.42,96.19,11.41,90.01,1.014
11,Buffalo Sabres,56,3420:05,15,34,7,11,37,0.33,2772,3199,46.42,2184,2559,46.05,1592,1889,45.73,134,196,40.61,134.55,163.01,45.22,1272,1507,45.77,774,940,45.16,100,148,40.32,12.92,84.26,566,627,47.44,418,478,46.65,63,93,40.38,15.07,80.54,706,880,44.51,356,462,43.52,37,55,40.22,10.39,88.1,1327,1508,46.81,743,859,46.38,29,40,42.03,3.9,95.34,8.42,89.62,0.98
12,Boston Bruins,56,3410:26,33,16,7,29,73,0.652,3224,2785,53.65,2543,2127,54.45,1866,1516,55.17,164,134,55.03,146.75,125.74,53.86,1473,1345,52.27,947,793,54.43,127,109,53.81,13.41,86.25,540,512,51.33,421,395,51.59,79,71,52.67,18.76,82.03,933,833,52.83,526,398,56.93,48,38,55.81,9.13,90.45,1552,1268,55.04,810,628,56.33,33,23,58.93,4.07,96.34,8.79,91.16,0.999
13,New Jersey Devils,56,3402:56,19,30,7,19,45,0.402,2989,2964,50.21,2263,2349,49.07,1613,1739,48.12,145,189,43.41,141.34,158.96,47.07,1421,1467,49.2,851,963,46.91,117,154,43.17,13.75,84.01,530,591,47.28,392,480,44.95,71,103,40.8,18.11,78.54,891,876,50.42,459,483,48.73,46,51,47.42,10.02,89.44,1415,1354,51.1,708,724,49.44,26,28,48.15,3.67,96.13,8.99,89.13,0.981
14,New York Islanders,56,3417:43,32,17,7,28,71,0.634,2876,3021,48.77,2193,2224,49.65,1624,1590,50.53,152,125,54.87,147.41,135.23,52.15,1498,1461,50.63,949,842,52.99,130,100,56.52,13.7,88.12,649,507,56.14,512,378,57.53,95,67,58.64,18.55,82.28,849,954,47.09,437,464,48.5,35,33,51.47,8.01,92.89,1205,1371,46.78,610,683,47.18,21,22,48.84,3.44,96.78,9.36,92.14,1.015
15,New York Rangers,56,3390:22,27,23,6,26,60,0.536,2883,3100,48.19,2220,2335,48.74,1608,1665,49.13,176,155,53.17,149.02,148.62,50.07,1404,1474,48.78,831,876,48.68,134,128,51.15,16.13,85.39,591,596,49.79,434,437,49.83,88,77,53.33,20.28,82.38,813,878,48.08,397,439,47.49,46,51,47.42,11.59,88.38,1279,1415,47.48,686,697,49.6,35,23,60.34,5.1,96.7,10.95,90.69,1.016
16,Dallas Stars,56,3435:14,23,19,14,21,60,0.536,3122,2880,52.02,2332,2159,51.93,1700,1518,52.83,156,148,51.32,143.96,133.63,51.86,1500,1307,53.44,905,792,53.33,139,115,54.72,15.36,85.48,613,512,54.49,450,383,54.02,100,81,55.25,22.22,78.85,887,795,52.73,455,409,52.66,39,34,53.42,8.57,91.69,1394,1307,51.61,696,632,52.41,15,30,33.33,2.16,95.25,9.18,90.25,0.994
17,Florida Panthers,56,3409:31,37,14,5,36,79,0.705,3262,2841,53.45,2557,2224,53.48,1955,1683,53.74,188,151,55.46,171.65,141.85,54.75,1542,1318,53.92,1045,871,54.54,151,122,55.31,14.45,85.99,621,521,54.38,515,417,55.26,100,85,54.05,19.42,79.62,921,797,53.61,530,454,53.86,51,37,57.95,9.62,91.85,1512,1322,53.35,818,722,53.12,32,25,56.14,3.91,96.54,9.62,91.03,1.006
18,Carolina Hurricanes,56,3417:47,36,12,8,32,80,0.714,3315,2832,53.93,2503,2174,53.52,1794,1581,53.16,175,134,56.63,175.36,145.23,54.7,1641,1391,54.12,978,875,52.78,139,113,55.16,14.21,87.09,707,596,54.26,516,450,53.42,98,79,55.37,18.99,82.44,934,795,54.02,462,425,52.09,41,34,54.67,8.87,92.0,1438,1225,54.0,730,632,53.6,28,18,60.87,3.84,97.15,9.75,91.52,1.013
19,Detroit Red Wings,56,3403:08,19,27,10,17,48,0.429,2655,3142,45.8,2033,2422,45.63,1528,1786,46.11,125,168,42.66,131.21,149.58,46.73,1231,1481,45.39,762,926,45.14,99,139,41.6,12.99,84.99,480,589,44.9,387,451,46.18,64,92,41.03,16.54,79.6,751,892,45.71,375,475,44.12,35,47,42.68,9.33,90.11,1197,1444,45.32,659,783,45.7,22,22,50.0,3.34,97.19,8.18,90.59,0.988
20,Columbus Blue Jackets,56,3419:49,18,26,12,15,48,0.429,2785,3237,46.25,2159,2448,46.86,1625,1815,47.24,134,184,42.14,122.23,153.37,44.35,1239,1483,45.52,800,937,46.06,99,151,39.6,12.38,83.88,473,585,44.71,356,459,43.68,64,99,39.26,17.98,78.43,766,898,46.03,444,478,48.16,35,52,40.23,7.88,89.12,1325,1542,46.22,750,790,48.7,33,28,54.1,4.4,96.46,8.25,89.86,0.981
21,Nashville Predators,56,3406:47,31,23,2,26,64,0.571,3012,3043,49.74,2336,2307,50.31,1679,1754,48.91,151,154,49.51,137.49,149.91,47.84,1409,1408,50.02,883,899,49.55,121,122,49.79,13.7,86.43,570,551,50.85,444,434,50.57,81,79,50.63,18.24,81.8,839,857,49.47,439,465,48.56,40,43,48.19,9.11,90.75,1421,1440,49.67,733,779,48.48,26,27,49.06,3.55,96.53,8.99,91.22,1.002
22,Calgary Flames,56,3376:47,26,27,3,25,55,0.491,3144,2853,52.43,2396,2176,52.41,1689,1577,51.71,155,160,49.21,154.06,138.04,52.74,1508,1399,51.87,929,859,51.96,127,134,48.66,13.67,84.4,589,525,52.87,437,401,52.15,71,81,46.71,16.25,79.8,919,874,51.25,492,458,51.79,56,53,51.38,11.38,88.43,1420,1252,53.14,682,629,52.02,24,20,54.55,3.52,96.82,9.18,89.85,0.99
23,Winnipeg Jets,56,3381:04,30,23,3,30,63,0.563,2987,3130,48.83,2246,2363,48.73,1661,1713,49.23,170,152,52.8,146.18,164.44,47.06,1520,1590,48.87,882,961,47.86,147,132,52.69,16.67,86.26,547,689,44.26,408,504,44.74,94,87,51.93,23.04,82.74,973,901,51.92,474,457,50.91,53,45,54.08,11.18,90.15,1280,1332,49.0,692,664,51.03,18,15,54.55,2.6,97.74,10.23,91.13,1.014
24,San Jose Sharks,56,3409:17,21,28,7,16,49,0.438,3041,3292,48.02,2316,2480,48.29,1682,1791,48.43,146,196,42.69,158.61,162.6,49.38,1551,1579,49.55,962,959,50.08,120,158,43.17,12.47,83.52,654,663,49.66,502,472,51.54,82,105,43.85,16.33,77.75,897,916,49.48,460,487,48.57,38,53,41.76,8.26,89.12,1266,1485,46.02,634,745,45.98,22,34,39.29,3.47,95.44,8.68,89.06,0.977
25,Arizona Coyotes,56,3399:19,24,26,6,21,54,0.482,2923,3126,48.32,2186,2366,48.02,1538,1707,47.4,150,174,46.3,141.51,160.64,46.83,1344,1559,46.3,803,939,46.1,123,143,46.24,15.32,84.77,571,630,47.54,398,459,46.44,67,90,42.68,16.83,80.39,773,929,45.42,405,480,45.76,56,53,51.38,13.83,88.96,1378,1377,50.02,664,688,49.11,25,22,53.19,3.77,96.8,9.75,89.81,0.996
26,Anaheim Ducks,56,3400:11,17,30,9,15,43,0.384,2910,3099,48.43,2157,2363,47.72,1500,1713,46.69,124,177,41.2,132.25,160.3,45.2,1362,1579,46.31,803,1000,44.54,105,152,40.86,13.08,84.8,545,673,44.75,394,502,43.97,69,105,39.66,17.51,79.08,817,906,47.42,409,498,45.09,36,47,43.37,8.8,90.56,1296,1334,49.28,591,654,47.47,18,20,47.37,3.05,96.94,8.27,89.67,0.979
27,Vegas Golden Knights,56,3396:08,40,14,2,39,82,0.732,3473,2959,54.0,2557,2116,54.72,1829,1528,54.48,190,122,60.9,177.72,141.59,55.66,1743,1455,54.5,1027,842,54.95,154,104,59.69,15.0,87.65,690,574,54.59,499,429,53.77,99,69,58.93,19.84,83.92,1053,881,54.45,528,413,56.11,55,35,61.11,10.42,91.53,1483,1263,54.01,723,592,54.98,31,17,64.58,4.29,97.13,10.39,92.02,1.024
28,Minnesota Wild,56,3401:46,35,16,5,34,75,0.67,2837,3210,46.92,2200,2385,47.98,1587,1705,48.21,180,159,53.1,141.92,137.3,50.83,1310,1359,49.08,840,841,49.97,151,129,53.93,17.98,84.66,569,482,54.14,433,372,53.79,91,72,55.83,21.02,80.65,741,877,45.8,407,469,46.46,60,57,51.28,14.74,87.85,1320,1575,45.6,678,791,46.15,22,28,44.0,3.24,96.46,11.34,90.67,1.02
29,Los Angeles Kings,56,3390:36,21,28,7,20,49,0.438,2891,3167,47.72,2196,2421,47.56,1588,1746,47.63,142,169,45.66,144.19,165.45,46.57,1345,1620,45.36,804,971,45.3,118,140,45.74,14.68,85.58,572,650,46.81,411,473,46.49,88,86,50.57,21.41,81.82,773,970,44.35,393,498,44.11,30,54,35.71,7.63,89.16,1324,1320,50.08,699,675,50.87,16,23,41.03,2.29,96.59,8.94,90.32,0.993
30,Ottawa Senators,56,3392:05,23,28,5,21,51,0.455,3036,3285,48.03,2323,2478,48.39,1663,1799,48.04,155,189,45.06,149.28,158.45,48.51,1497,1609,48.2,885,945,48.36,129,156,45.26,14.58,83.49,612,627,49.39,439,462,48.72,90,86,51.14,20.5,81.39,885,982,47.4,446,483,48.01,39,70,35.78,8.74,85.51,1308,1448,47.46,679,770,46.86,20,28,41.67,2.95,96.36,9.32,89.49,0.988
