,Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO
10,Detroit Red Wings,82,5015:07,44,24,14,38,102,0.622,5015,4162,54.65,3830,3248,54.11,2737,2413,53.15,223,207,51.86,230.42,191.53,54.61,2302,1830,55.71,1405,1222,53.48,163,160,50.46,11.6,86.91,885,742,54.39,681,615,52.55,115,108,51.57,16.89,82.44,1417,1088,56.57,724,607,54.4,48,52,48.0,6.63,91.43,2337,1995,53.95,1262,1104,53.34,55,43,56.12,4.36,96.11,8.15,91.42,0.996
11,Edmonton Oilers,82,4997:06,27,47,8,19,62,0.378,4243,5179,45.03,3213,3874,45.34,2321,2717,46.07,206,278,42.56,204.01,248.7,45.06,1903,2359,44.65,1174,1423,45.21,159,221,41.84,13.54,84.47,759,979,43.67,561,728,43.52,113,146,43.63,20.14,79.95,1144,1380,45.32,613,695,46.87,46,75,38.02,7.5,89.21,1998,2397,45.46,1092,1228,47.07,44,55,44.44,4.03,95.52,8.88,89.77,0.986
12,Florida Panthers,82,5008:09,32,37,13,26,77,0.47,4255,5230,44.86,3228,3827,45.75,2331,2802,45.41,202,234,46.33,195.08,242.52,44.58,1945,2392,44.85,1231,1496,45.14,168,187,47.32,13.65,87.5,787,946,45.41,599,728,45.14,118,122,49.17,19.7,83.24,1158,1446,44.47,632,768,45.14,50,65,43.48,7.91,91.54,1967,2433,44.7,1038,1244,45.49,29,41,41.43,2.79,96.7,8.67,91.65,1.003
13,Los Angeles Kings,82,5019:15,46,27,9,36,101,0.616,4393,4268,50.72,3405,3278,50.95,2389,2261,51.38,231,211,52.26,211.2,207.65,50.42,1948,1932,50.21,1215,1145,51.48,181,166,52.16,14.9,85.5,880,801,52.35,687,604,53.21,139,107,56.5,20.23,82.28,1068,1131,48.57,528,541,49.39,42,59,41.58,7.95,89.09,2127,1980,51.79,1132,1046,51.97,49,43,53.26,4.33,95.89,9.67,90.67,1.003
14,Minnesota Wild,82,4994:21,38,36,8,33,84,0.512,4205,4429,48.7,3193,3333,48.93,2266,2415,48.41,214,239,47.24,195.34,194.36,50.13,1881,1952,49.07,1163,1197,49.28,181,184,49.59,15.56,84.63,805,731,52.41,618,564,52.28,125,111,52.97,20.23,80.32,1076,1221,46.84,545,633,46.26,56,73,43.41,10.28,88.47,1997,2095,48.8,1048,1149,47.7,32,51,38.55,3.05,95.56,9.44,90.1,0.995
15,Montreal Canadiens,82,5015:57,39,33,10,32,88,0.537,4489,5005,47.28,3304,3661,47.44,2346,2634,47.11,210,218,49.07,210.22,230.24,47.73,1981,2138,48.09,1184,1284,47.97,164,173,48.66,13.85,86.53,824,894,47.96,611,662,48.0,115,130,46.94,18.82,80.36,1157,1244,48.19,573,622,47.95,49,43,53.26,8.55,93.09,2089,2416,46.37,1063,1272,45.52,43,43,50.0,4.05,96.62,8.95,91.72,1.007
16,New Jersey Devils,82,4990:00,48,27,7,42,103,0.628,4217,3924,51.8,3274,2961,52.51,2459,2213,52.63,216,186,53.73,205.42,180.52,53.23,1964,1803,52.14,1325,1137,53.82,159,142,52.82,12.0,87.51,784,713,52.37,638,548,53.79,110,94,53.92,17.24,82.85,1180,1090,51.98,687,589,53.84,49,48,50.52,7.13,91.85,1966,1827,51.83,1076,1014,51.48,52,44,54.17,4.83,95.66,8.78,91.6,1.004
17,Nashville Predators,82,4990:46,47,29,6,39,100,0.61,4615,4265,51.97,3522,3259,51.94,2508,2396,51.14,217,221,49.54,222.0,209.54,51.44,1953,1917,50.47,1232,1223,50.18,171,186,47.9,13.88,84.79,787,833,48.58,622,653,48.78,111,137,44.76,17.85,79.02,1166,1084,51.82,610,570,51.69,60,49,55.05,9.84,91.4,2244,1989,53.01,1190,1109,51.76,40,32,55.56,3.36,97.11,8.65,90.78,0.994
18,New York Islanders,82,5015:13,34,37,11,26,79,0.482,4625,5017,47.97,3443,3638,48.62,2494,2619,48.78,214,258,45.34,243.23,238.95,50.44,2296,2491,47.96,1400,1467,48.83,171,201,45.97,12.21,86.3,1017,1036,49.54,767,744,50.76,115,139,45.28,14.99,81.32,1279,1455,46.78,633,723,46.68,56,62,47.46,8.85,91.42,1936,2088,48.11,1013,1069,48.66,40,50,44.44,3.95,95.32,8.58,90.15,0.987
19,New York Rangers,82,4977:08,38,33,11,35,87,0.53,4525,4619,49.49,3401,3443,49.69,2425,2450,49.74,219,214,50.58,249.93,249.64,50.03,2605,2493,51.1,1563,1517,50.75,192,168,53.33,12.28,88.93,1081,1058,50.54,806,785,50.66,135,115,54.0,16.75,85.35,1524,1435,51.5,757,732,50.84,57,53,51.82,7.53,92.76,1694,1849,47.81,816,877,48.2,21,39,35.0,2.57,95.55,9.03,91.27,1.003
20,Ottawa Senators,82,4986:28,44,32,6,39,94,0.573,4483,4415,50.38,3347,3222,50.95,2438,2340,51.03,220,233,48.57,217.17,212.68,50.52,2120,2064,50.67,1266,1230,50.72,167,188,47.04,13.19,84.72,905,862,51.22,689,683,50.22,113,132,46.12,16.4,80.67,1215,1202,50.27,577,547,51.33,54,56,49.09,9.36,89.76,2068,2015,50.65,1122,1047,51.73,48,42,53.33,4.28,95.99,9.02,90.04,0.991
21,Philadelphia Flyers,82,4969:20,41,35,6,37,88,0.537,4789,4525,51.42,3590,3271,52.32,2589,2348,52.44,232,222,51.1,247.9,214.11,53.66,2309,2029,53.23,1372,1211,53.12,188,189,49.87,13.7,84.39,1009,824,55.05,753,620,54.84,139,135,50.73,18.46,78.23,1300,1205,51.9,619,591,51.16,49,54,47.57,7.92,90.86,2119,2118,50.01,1096,1047,51.14,41,30,57.75,3.74,97.13,8.96,90.55,0.995
22,Phoenix Coyotes,82,5032:35,50,25,7,36,107,0.652,4575,4409,50.92,3495,3439,50.4,2504,2427,50.78,211,196,51.84,211.48,209.77,50.2,2086,2010,50.93,1342,1267,51.44,165,157,51.24,12.3,87.61,862,799,51.9,666,601,52.57,109,112,49.32,16.37,81.36,1224,1211,50.27,676,666,50.37,56,45,55.45,8.28,93.24,2132,2086,50.55,1089,1089,50.0,44,38,53.66,4.04,96.51,8.43,91.92,1.004
23,Pittsburgh Penguins,82,4997:56,47,28,7,39,101,0.616,4931,4521,52.17,3744,3339,52.86,2689,2350,53.36,249,235,51.45,238.66,215.83,52.51,2360,2136,52.49,1451,1295,52.84,198,190,51.03,13.65,85.33,913,849,51.82,709,660,51.79,137,133,50.74,19.32,79.85,1447,1287,52.93,742,635,53.89,61,57,51.69,8.22,91.02,2288,2025,53.05,1203,980,55.11,49,40,55.06,4.07,95.92,9.26,90.0,0.993
24,San Jose Sharks,82,4998:25,51,20,11,44,113,0.689,4867,4634,51.23,3658,3572,50.59,2604,2571,50.32,257,209,55.15,246.62,231.64,51.57,2367,2174,52.13,1498,1369,52.25,216,173,55.53,14.42,87.36,951,909,51.13,735,687,51.69,141,124,53.21,19.18,81.95,1416,1265,52.82,763,682,52.8,75,49,60.48,9.83,92.82,2225,2114,51.28,1060,1120,48.62,38,35,52.05,3.58,96.88,9.87,91.87,1.017
25,St Louis Blues,82,5002:04,40,32,10,33,90,0.549,4531,4517,50.08,3434,3462,49.8,2445,2474,49.71,218,218,50.0,225.84,231.28,49.4,2134,2160,49.7,1294,1340,49.13,167,169,49.7,12.91,87.39,829,833,49.88,620,648,48.9,101,111,47.64,16.29,82.87,1305,1327,49.58,674,692,49.34,66,58,53.23,9.79,91.62,2082,2066,50.19,1101,1066,50.81,47,46,50.54,4.27,95.68,8.92,91.19,1.001
26,Tampa Bay Lightning,82,5002:00,34,36,12,30,80,0.488,4237,4622,47.83,3259,3514,48.12,2367,2575,47.9,213,253,45.71,205.27,227.97,47.38,2006,2258,47.05,1280,1450,46.89,168,215,43.86,13.13,85.17,823,940,46.68,631,736,46.16,110,157,41.2,17.43,78.67,1183,1318,47.3,649,714,47.62,58,58,50.0,8.94,91.88,1948,2036,48.9,1019,1042,49.44,43,35,55.13,4.22,96.64,9.0,90.17,0.992
27,Toronto Maple Leafs,82,5003:11,30,38,14,26,74,0.451,5171,4698,52.4,3788,3480,52.12,2671,2441,52.25,210,263,44.4,233.99,225.91,50.88,2305,2198,51.19,1349,1291,51.1,158,205,43.53,11.71,84.12,894,899,49.86,690,681,50.33,97,135,41.81,14.06,80.18,1411,1299,52.07,659,610,51.93,61,70,46.56,9.26,88.52,2512,2184,53.49,1251,1079,53.69,49,53,48.04,3.92,95.09,7.86,89.23,0.971
28,Vancouver Canucks,82,4972:34,49,28,5,45,103,0.628,4672,4320,51.96,3565,3329,51.71,2534,2419,51.16,268,218,55.14,226.88,209.66,51.97,2174,2072,51.2,1263,1317,48.95,203,182,52.73,16.07,86.18,929,878,51.41,701,679,50.8,150,126,54.35,21.4,81.44,1245,1194,51.05,562,638,46.83,53,56,48.62,9.43,91.22,2149,1929,52.7,1175,1018,53.58,58,30,65.91,4.94,97.05,10.58,90.99,1.016
29,Washington Capitals,82,5008:38,54,15,13,49,121,0.738,5198,4670,52.68,3766,3517,51.71,2693,2535,51.51,313,227,57.96,257.66,226.93,53.17,2593,2321,52.77,1554,1417,52.31,255,174,59.44,16.41,87.72,969,888,52.18,734,683,51.8,162,110,59.56,22.07,83.89,1624,1433,53.12,820,734,52.77,93,64,59.24,11.34,91.28,2188,2060,51.51,1025,1053,49.33,50,53,48.54,4.88,94.97,11.62,91.05,1.027
