,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
20,Jean-Sebastien Giguere,ANA,G,48,1977-05-16,Montreal,QC,CAN,CAN,73,202,1995,HFD,1,13,13
21,Martin Biron,PHI,G,47,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,BUF,1,16,16
22,Brian Boucher,S.J,G,48,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,PHI,1,22,22
23,Marc Denis,T.B,G,48,1977-08-01,Montreal,QC,CAN,CAN,73,193,1995,COL,1,25,25
24,Jean-Sebastien Aubin,L.A,G,48,1977-07-19,Montreal,QC,CAN,CAN,71,180,1995,PIT,3,24,76
25,Vesa Toskala,TOR,G,48,1977-05-20,Tampere,,FIN,FIN,70,198,1995,S.J,4,12,90
26,Miikka Kiprusoff,CGY,G,48,1976-10-26,Turku,,FIN,FIN,73,185,1995,S.J,5,12,116
27,Chris Mason,NSH,G,49,1976-04-20,Red Deer,AB,CAN,CAN,72,198,1995,N.J,5,18,122
28,Brent Johnson,WSH,G,48,1977-03-12,Farmington,MI,USA,USA,75,199,1995,COL,5,25,129
29,Mathieu Garon,EDM,G,47,1978-01-09,Chandler,QC,CAN,CAN,73,198,1996,MTL,2,18,44
30,Steve Valiquette,NYR,G,47,1977-08-20,Etobicoke,ON,CAN,CAN,78,210,1996,L.A,8,1,190
31,Roberto Luongo,VAN,G,46,1979-04-04,Montreal,QC,CAN,CAN,75,215,1997,NYI,1,4,4
32,David Aebischer,PHX,G,47,1978-02-07,Fribourg,,CHE,CHE,73,187,1997,COL,6,27,161
33,Johan Holmqvist,"DAL, T.B",G,47,1978-05-24,Tolfta,,SWE,SWE,75,198,1997,NYR,7,14,175
34,Scott Clemmensen,TOR,G,48,1977-07-23,Des Moines,IA,USA,USA,74,200,1997,N.J,8,25,215
35,Jason LaBarbera,L.A,G,45,1980-01-18,Burnaby,BC,CAN,CAN,75,232,1998,NYR,3,8,66
36,Dany Sabourin,PIT,G,44,1980-09-02,Val D'or,QC,CAN,CAN,76,204,1998,CGY,4,22,108
37,Andrew Raycroft,TOR,G,45,1980-05-04,Belleville,ON,CAN,CAN,73,180,1998,BOS,5,21,135
38,Antero Niittymaki,PHI,G,45,1980-06-18,Turku,,FIN,FIN,73,195,1998,PHI,6,23,168
39,Alex Auld,"BOS, PHX",G,44,1981-01-07,Cold Lake,AB,CAN,CAN,76,215,1999,FLA,2,12,40
40,Craig Anderson,FLA,G,44,1981-05-21,Park Ridge,IL,USA,USA,74,187,2001,CHI,3,10,73
41,Ryan Miller,BUF,G,45,1980-07-17,East Lansing,MI,USA,USA,75,170,1999,BUF,5,12,138
42,Michael Leighton,CAR,G,44,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,CHI,6,8,165
43,Curtis Sanford,VAN,G,45,1979-10-05,Owen sound,ON,CAN,CAN,71,187,-,-,-,-,-
44,Rick DiPietro,NYI,G,43,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,NYI,1,1,1
45,Ilya Bryzgalov,"ANA, PHX",G,45,1980-06-22,Togliatti,,RUS,RUS,75,213,2000,ANA,2,14,44
46,Dan Ellis,NSH,G,45,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,DAL,2,30,60
47,Mikael Tellqvist,PHX,G,45,1979-09-19,Sundbyberg,,SWE,SWE,72,189,2000,TOR,3,5,70
48,Henrik Lundqvist,NYR,G,43,1982-03-02,Are,,SWE,SWE,73,182,2000,NYR,7,8,205
49,Ty Conklin,PIT,G,49,1976-03-30,Anchorage,AK,USA,USA,73,185,-,-,-,-,-
50,Pascal Leclaire,CBJ,G,42,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,CBJ,1,8,8
51,Peter Budaj,COL,G,42,1982-09-18,Banská Bystrica,,SVK,SVK,73,196,2001,COL,2,33,63
52,Ray Emery,OTT,G,42,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,OTT,4,3,99
53,Dimitri Patzold,S.J,G,42,1983-02-03,Kamenogorsk,,KAZ,DEU,72,195,2001,S.J,4,11,107
54,Drew MacIntyre,VAN,G,42,1983-06-24,Charlottetown,PE,CAN,CAN,73,188,2001,DET,4,25,121
55,Mike Smith,"DAL, T.B",G,43,1982-03-22,Kingston,ON,CAN,CAN,77,220,2001,DAL,5,30,161
56,Cristobal Huet,"MTL, WSH",G,49,1975-09-03,St-Martin-d'Hères,,FRA,FRA,73,205,2001,L.A,7,18,214
57,Martin Gerber,OTT,G,50,1974-09-03,Burgdorf,,CHE,CHE,72,205,2001,ANA,8,5,232
58,Joey MacDonald,NYI,G,45,1980-02-07,Pictou,NS,CAN,CAN,72,197,-,-,-,-,-
59,Tyler Weiman,COL,G,41,1984-06-05,Saskatoon,SK,CAN,CAN,71,180,2002,COL,5,33,164
60,Hannu Toivonen,STL,G,41,1984-05-18,Kalvola,,FIN,FIN,74,200,2002,BOS,1,29,29
61,Fredrik Norrena,CBJ,G,51,1973-11-29,Pietarsaari,,FIN,FIN,72,190,2002,T.B,7,16,213
62,Kari Lehtonen,ATL,G,41,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,ATL,1,2,2
63,Curtis McElhinney,CGY,G,42,1983-05-23,London,ON,CAN,CAN,74,210,2002,CGY,6,10,176
64,Josh Harding,MIN,G,41,1984-06-18,Regina,SK,CAN,CAN,74,194,2002,MIN,2,8,38
65,Tobias Stephan,DAL,G,41,1984-01-21,Zürich,,CHE,CHE,74,180,2002,DAL,2,4,34
66,Cam Ward,CAR,G,41,1984-02-29,Saskatoon,SK,CAN,CAN,73,194,2002,CAR,1,25,25
67,Wade Dubielewicz,NYI,G,46,1979-01-30,Invermere,BC,CAN,CAN,70,185,-,-,-,-,-
68,Marc-Andre Fleury,PIT,G,40,1984-11-28,Sorel,QC,CAN,CAN,74,185,2003,PIT,1,1,1
69,Corey Crawford,CHI,G,40,1984-12-31,Montreal,QC,CAN,CAN,74,216,2003,CHI,2,22,52
70,Jimmy Howard,DET,G,41,1984-03-26,Syracuse,NY,USA,USA,73,218,2003,DET,2,34,64
71,Chris Beckford-Tseu,STL,G,41,1984-06-22,Toronto,ON,CAN,CAN,75,201,2003,STL,5,23,159
72,Jaroslav Halak,MTL,G,40,1985-05-13,Bratislava,,SVK,SVK,71,189,2003,MTL,9,10,271
73,Brian Elliott,OTT,G,40,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,OTT,9,30,291
74,Marek Schwarz,STL,G,39,1986-04-01,Mlada Boleslav,,CZE,CZE,72,180,2004,STL,1,17,17
75,Daniel Lacosta,CBJ,G,39,1986-03-28,Labrador City,NL,CAN,CAN,73,186,2004,CBJ,3,28,93
76,Thomas Greiss,S.J,G,39,1986-01-29,Fussen,,DEU,DEU,74,219,2004,S.J,3,29,94
77,Karri Ramo,T.B,G,39,1986-07-01,Asikkala,,FIN,FIN,74,206,2004,T.B,6,28,191
78,Daniel Taylor,L.A,G,39,1986-04-28,Plymouth,,GBR,GBR,72,198,2004,L.A,7,28,221
79,Pekka Rinne,NSH,G,42,1982-11-03,Kempele,,FIN,FIN,77,217,2004,NSH,8,31,258
80,Carey Price,MTL,G,37,1987-08-16,Anahim Lake,BC,CAN,CAN,75,217,2005,MTL,1,5,5
81,Tuukka Rask,BOS,G,38,1987-03-10,Savonlinna,,FIN,FIN,75,176,2005,TOR,1,21,21
82,Ondrej Pavelec,ATL,G,37,1987-08-31,Kladno,,CZE,CZE,75,212,2005,ATL,2,11,41
83,Jonathan Quick,L.A,G,39,1986-01-21,Milford,CT,USA,USA,73,220,2005,L.A,3,11,72
84,Matt Keetley,CGY,G,39,1986-04-27,Medicine Hat,AB,CAN,CAN,73,187,2005,CGY,5,33,158
85,Niklas Backstrom,MIN,G,47,1978-02-13,Helsinki,,FIN,FIN,74,192,-,-,-,-,-
86,Jonathan Bernier,L.A,G,37,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,L.A,1,11,11
87,Jonas Hiller,ANA,G,43,1982-02-12,Felben Wellhausen,,CHE,CHE,74,191,-,-,-,-,-
88,Erik Ersberg,L.A,G,43,1982-03-08,Sala,,SWE,SWE,72,165,-,-,-,-,-
