,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
55,Jonas Hiller,ANA,G,43,1982-02-12,Felben Wellhausen,,CHE,CHE,74,191,-,-,-,-,-
56,John Curry,MIN,G,41,1984-02-27,Shorewood,MN,USA,USA,71,185,-,-,-,-,-
57,Antti Niemi,S.J,G,41,1983-08-29,Vantaa,,FIN,FIN,74,209,-,-,-,-,-
58,Jacob Markstrom,"FLA, VAN",G,35,1990-01-31,Gävle,,SWE,SWE,78,207,2008,FLA,2,1,31
59,Michael Hutchinson,WPG,G,35,1990-03-02,Barrie,ON,CAN,CAN,75,201,2008,BOS,3,16,77
60,Braden Holtby,WSH,G,35,1989-09-16,Lloydminster,SK,CAN,CAN,73,215,2008,WSH,4,2,93
61,Dustin Tokarski,MTL,G,35,1989-09-16,Watson,SK,CAN,CAN,72,198,2008,T.B,5,1,122
62,Kevin Poulin,NYI,G,35,1990-04-12,Montreal,QC,CAN,CAN,74,206,2008,NYI,5,5,126
63,Joacim Eriksson,VAN,G,35,1990-04-09,Gävle,,SWE,SWE,73,189,2008,PHI,7,15,196
64,Anders Lindback,T.B,G,37,1988-05-03,Gävle,,SWE,SWE,78,215,2008,NSH,7,26,207
65,Nathan Lawson,OTT,G,41,1983-09-29,Calgary,AB,CAN,CAN,74,198,-,-,-,-,-
66,Martin Jones,L.A,G,35,1990-01-10,North Vancouver,BC,CAN,CAN,76,203,-,-,-,-,-
67,Anders Nilsson,NYI,G,35,1990-03-19,Lulea,,SWE,SWE,78,232,2009,NYI,3,1,62
68,Robin Lehner,OTT,G,34,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,OTT,2,16,46
69,Matt Hackett,BUF,G,35,1990-03-07,London,ON,CAN,CAN,74,179,2009,MIN,3,16,77
70,Joni Ortio,CGY,G,34,1991-04-16,Turku,,FIN,FIN,73,190,2009,CGY,6,20,171
71,Connor Knapp,BUF,G,35,1990-05-01,York,NY,USA,USA,78,206,2009,BUF,6,13,164
72,Darcy Kuemper,MIN,G,35,1990-05-05,Saskatoon,SK,CAN,CAN,77,215,2009,MIN,6,10,161
73,Jonas Gustavsson,DET,G,40,1984-10-24,Danderyd,,SWE,SWE,76,201,-,-,-,-,-
74,Carter Hutton,NSH,G,39,1985-12-19,Thunder Bay,ON,CAN,CAN,72,211,-,-,-,-,-
75,Cam Talbot,NYR,G,38,1987-07-05,Caledonia,ON,CAN,CAN,76,201,-,-,-,-,-
76,Eddie Lack,VAN,G,37,1988-01-05,Norrtälje,,SWE,SWE,76,187,-,-,-,-,-
77,Ben Scrivens,"EDM, L.A",G,38,1986-09-11,Spruce Grove,AB,CAN,CAN,74,181,-,-,-,-,-
78,Sergei Bobrovsky,CBJ,G,36,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,-,-,-,-,-
79,Kent Simpson,CHI,G,33,1992-03-26,Edmonton,AB,CAN,CAN,74,209,2010,CHI,2,28,58
80,Mark Visentin,PHX,G,33,1992-08-07,Hamilton,ON,CAN,CAN,74,201,2010,PHX,1,27,27
81,Jack Campbell,DAL,G,33,1992-01-09,Port Huron,MI,USA,USA,75,207,2010,DAL,1,11,11
82,Sami Aittokallio,COL,G,33,1992-08-06,Tampere,,FIN,FIN,73,185,2010,COL,4,17,107
83,Philipp Grubauer,WSH,G,33,1991-11-25,Rosenheim,,DEU,DEU,73,188,2010,WSH,4,22,112
84,Petr Mrazek,DET,G,33,1992-02-14,Ostrava,,CZE,CZE,74,188,2010,DET,5,21,141
85,Frederik Andersen,ANA,G,35,1989-10-02,Herning,,DNK,DNK,76,238,2012,ANA,3,26,87
86,Nathan Lieuwen,BUF,G,34,1991-08-08,Abbotsford,BC,CAN,CAN,77,189,2011,BUF,6,16,167
87,Magnus Hellberg,NSH,G,34,1991-04-04,Uppsala,,SWE,SWE,78,220,2011,NSH,2,8,38
88,John Gibson,ANA,G,32,1993-07-14,Pittsburgh,PA,USA,USA,74,210,2011,ANA,2,9,39
89,Calvin Heeter,PHI,G,36,1988-11-02,St. Louis,MO,USA,USA,76,195,-,-,-,-,-
90,Viktor Fasth,"ANA, EDM",G,43,1982-08-08,Kalix,,SWE,SWE,72,181,-,-,-,-,-
91,Niklas Svedberg,BOS,G,35,1989-09-04,Sollentuna,,SWE,SWE,73,163,-,-,-,-,-
92,Cristopher Nilstorp,DAL,G,41,1984-02-16,Malmö,,SWE,SWE,75,190,-,-,-,-,-
93,Marek Mazanec,NSH,G,34,1991-07-18,Pisek,,CZE,CZE,76,202,2012,NSH,6,28,179
94,Andrew Hammond,OTT,G,37,1988-02-11,Surrey,BC,CAN,CAN,74,215,-,-,-,-,-
95,Antti Raanta,CHI,G,36,1989-05-12,Rauma,,FIN,FIN,72,195,-,-,-,-,-
96,Kristers Gudlevskis,T.B,G,33,1992-07-31,Aizkraukle,,LVA,LVA,75,188,2013,T.B,5,3,124
