,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
35,Jeff Deslauriers,ANA,G,41,1984-05-15,St-Jean-Richelieu,QC,CAN,CAN,76,203,2002,EDM,2,1,31
36,Kari Lehtonen,DAL,G,41,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,ATL,1,2,2
37,Curtis McElhinney,PHX,G,42,1983-05-23,London,ON,CAN,CAN,74,210,2002,CGY,6,10,176
38,Josh Harding,MIN,G,41,1984-06-18,Regina,SK,CAN,CAN,74,194,2002,MIN,2,8,38
39,Cam Ward,CAR,G,41,1984-02-29,Saskatoon,SK,CAN,CAN,73,194,2002,CAR,1,25,25
40,Marc-Andre Fleury,PIT,G,40,1984-11-28,Sorel,QC,CAN,CAN,74,185,2003,PIT,1,1,1
41,Corey Crawford,CHI,G,40,1984-12-31,Montreal,QC,CAN,CAN,74,216,2003,CHI,2,22,52
42,Jimmy Howard,DET,G,41,1984-03-26,Syracuse,NY,USA,USA,73,218,2003,DET,2,34,64
43,Jaroslav Halak,STL,G,40,1985-05-13,Bratislava,,SVK,SVK,71,189,2003,MTL,9,10,271
44,Brian Elliott,STL,G,40,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,OTT,9,30,291
45,Yann Danis,EDM,G,44,1981-06-21,Lafontaine,QC,CAN,CAN,71,180,-,-,-,-,-
46,Al Montoya,NYI,G,40,1985-02-13,Chicago,IL,USA,USA,74,200,2004,NYR,1,6,6
47,Devan Dubnyk,EDM,G,39,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,EDM,1,14,14
48,Cory Schneider,VAN,G,39,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,VAN,1,26,26
49,Justin Peters,CAR,G,38,1986-08-30,Blyth,ON,CAN,CAN,73,210,2004,CAR,2,8,38
50,Thomas Greiss,S.J,G,39,1986-01-29,Fussen,,DEU,DEU,74,219,2004,S.J,3,29,94
51,Anton Khudobin,BOS,G,39,1986-05-07,Ust-Kamenogorsk,,KAZ,RUS,71,210,2004,MIN,7,13,206
52,Pekka Rinne,NSH,G,42,1982-11-03,Kempele,,FIN,FIN,77,217,2004,NSH,8,31,258
53,Carey Price,MTL,G,37,1987-08-16,Anahim Lake,BC,CAN,CAN,75,217,2005,MTL,1,5,5
54,Tuukka Rask,BOS,G,38,1987-03-10,Savonlinna,,FIN,FIN,75,176,2005,TOR,1,21,21
55,Ondrej Pavelec,WPG,G,37,1987-08-31,Kladno,,CZE,CZE,75,212,2005,ATL,2,11,41
56,Jonathan Quick,L.A,G,39,1986-01-21,Milford,CT,USA,USA,73,220,2005,L.A,3,11,72
57,Ben Bishop,OTT,G,38,1986-11-21,Denver,CO,USA,USA,79,210,2005,STL,3,24,85
58,Brian Foster,FLA,G,38,1987-02-04,Pembroke,NH,USA,USA,74,185,2005,FLA,5,36,161
59,Niklas Backstrom,MIN,G,47,1978-02-13,Helsinki,,FIN,FIN,74,192,-,-,-,-,-
60,Leland Irving,CGY,G,37,1988-04-11,Barrhead,AB,CAN,CAN,72,177,2006,CGY,1,26,26
61,Steve Mason,CBJ,G,37,1988-05-29,Oakville,ON,CAN,CAN,76,188,2006,CBJ,3,6,69
62,James Reimer,TOR,G,37,1988-03-15,Morweena,MB,CAN,CAN,75,205,2006,TOR,4,6,99
63,Jhonas Enroth,BUF,G,37,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,BUF,2,16,46
64,Jonathan Bernier,L.A,G,37,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,L.A,1,11,11
65,Semyon Varlamov,COL,G,37,1988-04-27,Samara,,RUS,RUS,74,206,2006,WSH,1,23,23
66,Michal Neuvirth,WSH,G,37,1988-03-23,Ústí nad Labem,,CZE,CZE,73,209,2006,WSH,2,4,34
67,Richard Bachman,DAL,G,38,1987-07-25,Salt Lake City,UT,USA,USA,70,183,2006,DAL,4,27,120
68,Jonas Hiller,ANA,G,43,1982-02-12,Felben Wellhausen,,CHE,CHE,74,191,-,-,-,-,-
69,Allen York,CBJ,G,36,1989-06-17,Wetaskiwin,AB,CAN,CAN,75,188,2007,CBJ,6,7,158
70,Antti Niemi,S.J,G,41,1983-08-29,Vantaa,,FIN,FIN,74,209,-,-,-,-,-
71,Jacob Markstrom,FLA,G,35,1990-01-31,Gävle,,SWE,SWE,78,207,2008,FLA,2,1,31
72,Braden Holtby,WSH,G,35,1989-09-16,Lloydminster,SK,CAN,CAN,73,215,2008,WSH,4,2,93
73,Dustin Tokarski,T.B,G,35,1989-09-16,Watson,SK,CAN,CAN,72,198,2008,T.B,5,1,122
74,Kevin Poulin,NYI,G,35,1990-04-12,Montreal,QC,CAN,CAN,74,206,2008,NYI,5,5,126
75,Mike Murphy,CAR,G,36,1989-01-15,Kingston,ON,CAN,CAN,71,172,2008,CAR,6,14,165
76,Anders Lindback,NSH,G,37,1988-05-03,Gävle,,SWE,SWE,78,215,2008,NSH,7,26,207
77,Peter Mannino,WPG,G,41,1984-02-17,Farmington Hills,MI,USA,USA,73,195,-,-,-,-,-
78,Brad Thiessen,PIT,G,39,1986-03-19,Aldergrove,BC,CAN,CAN,72,180,-,-,-,-,-
79,Anders Nilsson,NYI,G,35,1990-03-19,Lulea,,SWE,SWE,78,232,2009,NYI,3,1,62
80,Robin Lehner,OTT,G,34,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,OTT,2,16,46
81,Matt Hackett,MIN,G,35,1990-03-07,London,ON,CAN,CAN,74,179,2009,MIN,3,16,77
82,Jonas Gustavsson,TOR,G,40,1984-10-24,Danderyd,,SWE,SWE,76,201,-,-,-,-,-
83,Henrik Karlsson,CGY,G,41,1983-11-27,Tumba,,SWE,SWE,78,209,-,-,-,-,-
84,Jussi Rynnas,TOR,G,38,1987-05-22,Pori,,FIN,FIN,77,210,-,-,-,-,-
85,Ben Scrivens,TOR,G,38,1986-09-11,Spruce Grove,AB,CAN,CAN,74,181,-,-,-,-,-
86,Sergei Bobrovsky,PHI,G,36,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,-,-,-,-,-
87,Iiro Tarkki,ANA,G,40,1985-07-01,Rauma,,FIN,FIN,74,190,-,-,-,-,-
88,Shawn Hunwick,CBJ,G,38,1987-04-09,Sterling Heights,MI,USA,USA,67,166,-,-,-,-,-
