,GameID,Time (EST),Game Number,Game State,Period,Home Score,Home Team,Visiting Score,Visiting Team
28,2023020029,2023-10-14T22:00:00,29,7,3,3,Edmonton Oilers,4,Vancouver Canucks
29,2023020030,2023-10-14T22:00:00,30,7,5,1,San Jose Sharks,2,Colorado Avalanche
30,2023020031,2023-10-14T22:00:00,31,7,3,4,Vegas Golden Knights,1,Anaheim Ducks
31,2023020032,2023-10-14T22:30:00,32,7,5,5,Los Angeles Kings,6,Carolina Hurricanes
32,2023020033,2023-10-15T19:00:00,33,7,3,5,Ottawa Senators,2,Tampa Bay Lightning
33,2023020034,2023-10-15T20:30:00,34,7,3,6,Anaheim Ducks,3,Carolina Hurricanes
34,2023020035,2023-10-16T19:00:00,35,7,3,0,Columbus Blue Jackets,4,Detroit Red Wings
35,2023020036,2023-10-16T19:00:00,36,7,3,3,New Jersey Devils,4,Florida Panthers
36,2023020037,2023-10-16T19:00:00,37,7,3,2,New York Rangers,1,Arizona Coyotes
37,2023020038,2023-10-16T19:00:00,38,7,3,1,Toronto Maple Leafs,4,Chicago Blackhawks
38,2023020039,2023-10-16T19:00:00,39,7,5,3,Washington Capitals,2,Calgary Flames
39,2023020040,2023-10-17T19:30:00,40,7,4,3,Buffalo Sabres,2,Tampa Bay Lightning
40,2023020041,2023-10-17T19:00:00,41,7,3,2,Montréal Canadiens,5,Minnesota Wild
41,2023020042,2023-10-17T18:00:00,42,7,3,2,Philadelphia Flyers,0,Vancouver Canucks
42,2023020043,2023-10-17T19:30:00,43,7,3,1,New York Islanders,0,Arizona Coyotes
43,2023020044,2023-10-17T20:00:00,44,7,3,1,Nashville Predators,6,Edmonton Oilers
44,2023020045,2023-10-17T20:00:00,45,7,3,1,Winnipeg Jets,5,Los Angeles Kings
45,2023020046,2023-10-17T22:00:00,46,7,3,1,Seattle Kraken,4,Colorado Avalanche
46,2023020047,2023-10-17T22:30:00,47,7,3,3,San Jose Sharks,6,Carolina Hurricanes
47,2023020048,2023-10-17T22:30:00,48,7,5,3,Vegas Golden Knights,2,Dallas Stars
48,2023020049,2023-10-18T19:00:00,49,7,3,6,Ottawa Senators,1,Washington Capitals
49,2023020050,2023-10-18T19:30:00,50,7,3,6,Detroit Red Wings,3,Pittsburgh Penguins
50,2023020051,2023-10-19T19:00:00,51,7,3,3,Buffalo Sabres,4,Calgary Flames
51,2023020052,2023-10-19T19:00:00,52,7,3,3,Florida Panthers,1,Toronto Maple Leafs
52,2023020053,2023-10-19T19:00:00,53,7,3,1,New York Rangers,4,Nashville Predators
53,2023020054,2023-10-19T19:30:00,54,7,3,4,Philadelphia Flyers,1,Edmonton Oilers
54,2023020055,2023-10-19T19:00:00,55,7,3,4,Tampa Bay Lightning,3,Vancouver Canucks
55,2023020056,2023-10-19T20:00:00,56,7,3,3,Minnesota Wild,7,Los Angeles Kings
56,2023020057,2023-10-19T20:00:00,57,7,3,2,St. Louis Blues,6,Arizona Coyotes
57,2023020058,2023-10-19T20:00:00,58,7,3,3,Winnipeg Jets,5,Vegas Golden Knights
58,2023020059,2023-10-19T22:00:00,59,7,3,2,Anaheim Ducks,3,Dallas Stars
59,2023020060,2023-10-19T22:00:00,60,7,3,7,Seattle Kraken,4,Carolina Hurricanes
60,2023020061,2023-10-19T22:30:00,61,7,3,4,Colorado Avalanche,0,Chicago Blackhawks
61,2023020062,2023-10-19T22:30:00,62,7,3,1,San Jose Sharks,3,Boston Bruins
62,2023020063,2023-10-20T19:00:00,63,7,3,3,Columbus Blue Jackets,1,Calgary Flames
63,2023020064,2023-10-20T19:30:00,64,7,4,4,New York Islanders,5,New Jersey Devils
64,2023020065,2023-10-21T13:00:00,65,7,3,2,Ottawa Senators,5,Detroit Red Wings
65,2023020066,2023-10-21T16:00:00,66,7,3,2,Arizona Coyotes,1,Anaheim Ducks
66,2023020067,2023-10-21T19:00:00,67,7,3,3,Buffalo Sabres,1,New York Islanders
67,2023020068,2023-10-21T19:00:00,68,7,3,3,Florida Panthers,5,Vancouver Canucks
68,2023020069,2023-10-21T19:00:00,69,7,4,3,Montréal Canadiens,2,Washington Capitals
69,2023020070,2023-10-21T19:00:00,70,7,4,3,Tampa Bay Lightning,4,Toronto Maple Leafs
70,2023020071,2023-10-21T20:00:00,71,7,3,3,Chicago Blackhawks,5,Vegas Golden Knights
71,2023020072,2023-10-21T20:00:00,72,7,4,5,Dallas Stars,4,Philadelphia Flyers
72,2023020073,2023-10-21T20:00:00,73,7,4,4,Minnesota Wild,5,Columbus Blue Jackets
73,2023020074,2023-10-21T20:00:00,74,7,3,5,Nashville Predators,1,San Jose Sharks
74,2023020075,2023-10-21T20:00:00,75,7,3,4,St. Louis Blues,2,Pittsburgh Penguins
75,2023020076,2023-10-21T21:00:00,76,7,3,6,Colorado Avalanche,4,Carolina Hurricanes
76,2023020077,2023-10-21T22:00:00,77,7,4,2,Edmonton Oilers,3,Winnipeg Jets
77,2023020078,2023-10-21T22:00:00,78,7,3,1,Seattle Kraken,4,New York Rangers
78,2023020079,2023-10-21T22:30:00,79,7,3,2,Los Angeles Kings,4,Boston Bruins
79,2023020080,2023-10-22T17:00:00,80,7,3,6,Detroit Red Wings,2,Calgary Flames
80,2023020081,2023-10-22T20:30:00,81,7,3,1,Anaheim Ducks,3,Boston Bruins
81,2023020082,2023-10-23T19:00:00,82,7,3,1,Buffalo Sabres,3,Montréal Canadiens
82,2023020083,2023-10-24T18:00:00,83,7,3,1,Washington Capitals,4,Toronto Maple Leafs
83,2023020084,2023-10-24T20:30:00,84,7,4,2,Columbus Blue Jackets,3,Anaheim Ducks
84,2023020085,2023-10-24T18:45:00,85,7,3,4,Ottawa Senators,6,Buffalo Sabres
85,2023020086,2023-10-24T19:00:00,86,7,3,3,Tampa Bay Lightning,0,Carolina Hurricanes
86,2023020087,2023-10-24T19:15:00,87,7,3,2,Montréal Canadiens,5,New Jersey Devils
87,2023020088,2023-10-24T19:30:00,88,7,3,1,Pittsburgh Penguins,4,Dallas Stars
88,2023020089,2023-10-24T19:45:00,89,7,3,3,Florida Panthers,1,San Jose Sharks
89,2023020090,2023-10-24T20:00:00,90,7,3,4,New York Islanders,7,Colorado Avalanche
90,2023020091,2023-10-24T20:15:00,91,7,4,4,Detroit Red Wings,5,Seattle Kraken
91,2023020092,2023-10-24T20:30:00,92,7,3,0,Chicago Blackhawks,3,Boston Bruins
92,2023020093,2023-10-24T20:45:00,93,7,3,4,Winnipeg Jets,2,St. Louis Blues
93,2023020094,2023-10-24T21:00:00,94,7,3,7,Minnesota Wild,4,Edmonton Oilers
94,2023020095,2023-10-24T21:15:00,95,7,3,2,Nashville Predators,3,Vancouver Canucks
95,2023020096,2023-10-24T21:45:00,96,7,3,1,Calgary Flames,3,New York Rangers
96,2023020097,2023-10-24T22:30:00,97,7,3,6,Los Angeles Kings,3,Arizona Coyotes
97,2023020098,2023-10-24T23:00:00,98,7,3,3,Vegas Golden Knights,2,Philadelphia Flyers
98,2023020099,2023-10-25T19:30:00,99,7,3,4,New Jersey Devils,6,Washington Capitals
99,2023020100,2023-10-26T19:00:00,100,7,4,3,Boston Bruins,4,Anaheim Ducks
100,2023020101,2023-10-26T19:00:00,101,7,4,3,Carolina Hurricanes,2,Seattle Kraken
101,2023020102,2023-10-26T19:00:00,102,7,3,1,Detroit Red Wings,4,Winnipeg Jets
102,2023020103,2023-10-26T19:00:00,103,7,4,4,Montréal Canadiens,3,Columbus Blue Jackets
103,2023020104,2023-10-26T19:30:00,104,7,3,6,Philadelphia Flyers,2,Minnesota Wild
104,2023020105,2023-10-26T19:00:00,105,7,3,4,Pittsburgh Penguins,0,Colorado Avalanche
105,2023020106,2023-10-26T19:00:00,106,7,3,6,Tampa Bay Lightning,0,San Jose Sharks
106,2023020107,2023-10-26T19:30:00,107,7,3,3,New York Islanders,2,Ottawa Senators
107,2023020108,2023-10-26T20:00:00,108,7,3,1,Dallas Stars,4,Toronto Maple Leafs
108,2023020109,2023-10-26T21:00:00,109,7,3,0,Calgary Flames,3,St. Louis Blues
109,2023020110,2023-10-26T21:00:00,110,7,3,0,Edmonton Oilers,3,New York Rangers
110,2023020111,2023-10-27T18:00:00,111,7,4,3,Vegas Golden Knights,4,Chicago Blackhawks
111,2023020112,2023-10-27T19:00:00,112,7,3,3,Carolina Hurricanes,0,San Jose Sharks
112,2023020113,2023-10-27T19:00:00,113,7,3,5,New Jersey Devils,4,Buffalo Sabres
113,2023020114,2023-10-27T19:00:00,114,7,5,3,Washington Capitals,2,Minnesota Wild
114,2023020115,2023-10-27T22:00:00,115,7,3,4,Arizona Coyotes,5,Los Angeles Kings
115,2023020116,2023-10-27T22:00:00,116,7,3,5,Vancouver Canucks,0,St. Louis Blues
116,2023020117,2023-10-28T13:00:00,117,7,3,4,Philadelphia Flyers,7,Anaheim Ducks
117,2023020118,2023-10-28T18:00:00,118,7,3,3,Florida Panthers,2,Seattle Kraken
118,2023020119,2023-10-28T19:00:00,119,7,3,4,Boston Bruins,1,Detroit Red Wings
119,2023020120,2023-10-28T19:00:00,120,7,3,0,Columbus Blue Jackets,2,New York Islanders
120,2023020121,2023-10-28T19:00:00,121,7,5,4,Montréal Canadiens,3,Winnipeg Jets
121,2023020122,2023-10-28T19:00:00,122,7,4,3,Nashville Predators,2,Toronto Maple Leafs
122,2023020123,2023-10-28T19:00:00,123,7,3,2,Pittsburgh Penguins,5,Ottawa Senators
123,2023020124,2023-10-28T22:00:00,124,7,4,3,Vancouver Canucks,4,New York Rangers
124,2023020125,2023-10-28T22:30:00,125,7,5,3,Los Angeles Kings,4,Vegas Golden Knights
125,2023020126,2023-10-29T13:00:00,126,7,3,4,Buffalo Sabres,0,Colorado Avalanche
126,2023020127,2023-10-29T17:00:00,127,7,3,4,New Jersey Devils,3,Minnesota Wild
127,2023020128,2023-10-29T17:00:00,128,7,3,3,Washington Capitals,1,San Jose Sharks
128,2023020129,2023-10-29T19:00:00,129,7,3,5,Edmonton Oilers,2,Calgary Flames
129,2023020130,2023-10-30T19:00:00,130,7,4,3,Boston Bruins,2,Florida Panthers
130,2023020131,2023-10-30T19:00:00,131,7,3,2,Philadelphia Flyers,3,Carolina Hurricanes
131,2023020132,2023-10-30T19:00:00,132,7,3,3,Pittsburgh Penguins,4,Anaheim Ducks
132,2023020133,2023-10-30T19:00:00,133,7,4,3,Tampa Bay Lightning,4,Seattle Kraken
133,2023020134,2023-10-30T19:30:00,134,7,4,3,New York Islanders,4,Detroit Red Wings
134,2023020135,2023-10-30T19:30:00,135,7,4,2,Winnipeg Jets,3,New York Rangers
135,2023020136,2023-10-30T20:00:00,136,7,3,5,Dallas Stars,3,Columbus Blue Jackets
136,2023020137,2023-10-30T22:00:00,137,7,3,8,Arizona Coyotes,1,Chicago Blackhawks
137,2023020138,2023-10-30T22:00:00,138,7,5,3,Vegas Golden Knights,2,Montréal Canadiens
138,2023020139,2023-10-31T20:00:00,139,7,3,1,Toronto Maple Leafs,4,Los Angeles Kings
139,2023020140,2023-10-31T22:00:00,140,7,3,5,Vancouver Canucks,2,Nashville Predators
140,2023020141,2023-11-01T19:00:00,141,7,3,2,Philadelphia Flyers,5,Buffalo Sabres
141,2023020142,2023-11-01T20:30:00,142,7,3,3,Calgary Flames,4,Dallas Stars
142,2023020143,2023-11-01T21:30:00,143,7,3,4,Colorado Avalanche,1,St. Louis Blues
143,2023020144,2023-11-01T22:00:00,144,7,4,4,Anaheim Ducks,3,Arizona Coyotes
144,2023020145,2023-11-02T19:30:00,145,7,5,3,Boston Bruins,2,Toronto Maple Leafs
145,2023020146,2023-11-02T19:00:00,146,7,3,4,Columbus Blue Jackets,2,Tampa Bay Lightning
146,2023020147,2023-11-02T19:00:00,147,7,3,0,Detroit Red Wings,2,Florida Panthers
147,2023020148,2023-11-02T19:00:00,148,7,3,2,New York Rangers,1,Carolina Hurricanes
148,2023020149,2023-11-02T19:00:00,149,7,3,2,Ottawa Senators,3,Los Angeles Kings
149,2023020150,2023-11-02T19:00:00,150,7,3,0,Washington Capitals,3,New York Islanders
150,2023020151,2023-11-02T20:00:00,151,7,3,3,Minnesota Wild,5,New Jersey Devils
151,2023020152,2023-11-02T21:00:00,152,7,3,3,Edmonton Oilers,4,Dallas Stars
152,2023020153,2023-11-02T22:00:00,153,7,3,3,Arizona Coyotes,2,Montréal Canadiens
153,2023020154,2023-11-02T22:00:00,154,7,3,4,Seattle Kraken,2,Nashville Predators
154,2023020155,2023-11-02T22:00:00,155,7,3,5,Vegas Golden Knights,2,Winnipeg Jets
155,2023020156,2023-11-02T22:30:00,156,7,3,1,San Jose Sharks,10,Vancouver Canucks
156,2023020157,2023-11-03T19:00:00,157,7,3,1,Buffalo Sabres,5,Philadelphia Flyers
157,2023020158,2023-11-03T20:00:00,158,7,3,4,St. Louis Blues,1,New Jersey Devils
158,2023020159,2023-11-04T15:00:00,159,7,3,2,Edmonton Oilers,5,Nashville Predators
159,2023020160,2023-11-04T16:00:00,160,7,3,3,Arizona Coyotes,5,Winnipeg Jets
160,2023020161,2023-11-04T19:00:00,161,7,3,5,Detroit Red Wings,4,Boston Bruins
161,2023020162,2023-11-04T19:00:00,162,7,3,4,Ottawa Senators,6,Tampa Bay Lightning
162,2023020163,2023-11-04T19:30:00,163,7,3,0,Philadelphia Flyers,5,Los Angeles Kings
163,2023020164,2023-11-04T19:00:00,164,7,3,6,St. Louis Blues,3,Montréal Canadiens
164,2023020165,2023-11-04T19:00:00,165,7,3,4,Toronto Maple Leafs,6,Buffalo Sabres
165,2023020166,2023-11-04T19:00:00,166,7,3,2,Washington Capitals,1,Columbus Blue Jackets
166,2023020167,2023-11-04T19:30:00,167,7,4,3,New York Islanders,4,Carolina Hurricanes
167,2023020168,2023-11-04T20:00:00,168,7,3,5,Chicago Blackhawks,2,Florida Panthers
168,2023020169,2023-11-04T20:00:00,169,7,5,5,Minnesota Wild,4,New York Rangers
169,2023020170,2023-11-04T22:00:00,170,7,3,3,Seattle Kraken,6,Calgary Flames
170,2023020171,2023-11-04T22:00:00,171,7,3,2,San Jose Sharks,10,Pittsburgh Penguins
171,2023020172,2023-11-04T22:00:00,172,7,3,2,Vancouver Canucks,0,Dallas Stars
172,2023020173,2023-11-04T22:00:00,173,7,3,7,Vegas Golden Knights,0,Colorado Avalanche
173,2023020174,2023-11-05T19:00:00,174,7,3,2,Chicago Blackhawks,4,New Jersey Devils
174,2023020175,2023-11-05T20:00:00,175,7,3,4,Anaheim Ducks,2,Vegas Golden Knights
175,2023020176,2023-11-06T19:00:00,176,7,4,5,Florida Panthers,4,Columbus Blue Jackets
176,2023020177,2023-11-06T19:00:00,177,7,4,6,Toronto Maple Leafs,5,Tampa Bay Lightning
177,2023020178,2023-11-06T20:00:00,178,7,3,2,Dallas Stars,3,Boston Bruins
178,2023020179,2023-11-06T22:00:00,179,7,3,6,Vancouver Canucks,2,Edmonton Oilers
179,2023020180,2023-11-07T19:00:00,180,7,4,3,Carolina Hurricanes,2,Buffalo Sabres
180,2023020181,2023-11-07T19:00:00,181,7,3,3,Montréal Canadiens,5,Tampa Bay Lightning
181,2023020182,2023-11-07T19:30:00,182,7,3,2,New York Islanders,4,Minnesota Wild
182,2023020183,2023-11-07T19:30:00,183,7,3,5,New York Rangers,3,Detroit Red Wings
183,2023020184,2023-11-07T20:00:00,184,7,3,2,St. Louis Blues,5,Winnipeg Jets
184,2023020185,2023-11-07T21:00:00,185,7,5,4,Arizona Coyotes,3,Seattle Kraken
185,2023020186,2023-11-07T21:00:00,186,7,3,4,Calgary Flames,2,Nashville Predators
186,2023020187,2023-11-07T22:00:00,187,7,3,0,Anaheim Ducks,2,Pittsburgh Penguins
187,2023020188,2023-11-07T22:00:00,188,7,3,6,Colorado Avalanche,3,New Jersey Devils
188,2023020189,2023-11-07T22:30:00,189,7,3,2,San Jose Sharks,1,Philadelphia Flyers
189,2023020190,2023-11-08T19:00:00,190,7,3,3,Toronto Maple Leafs,6,Ottawa Senators
190,2023020191,2023-11-08T19:30:00,191,7,4,3,Washington Capitals,4,Florida Panthers
191,2023020192,2023-11-08T22:00:00,192,7,3,1,Vegas Golden Knights,4,Los Angeles Kings
192,2023020193,2023-11-09T19:00:00,193,7,3,5,Boston Bruins,2,New York Islanders
193,2023020194,2023-11-09T19:30:00,194,7,3,2,Columbus Blue Jackets,5,Dallas Stars
194,2023020195,2023-11-09T19:00:00,195,7,4,2,Detroit Red Wings,3,Montréal Canadiens
195,2023020196,2023-11-09T19:00:00,196,7,3,4,New York Rangers,1,Minnesota Wild
196,2023020197,2023-11-09T19:00:00,197,7,3,2,Ottawa Senators,5,Vancouver Canucks
197,2023020198,2023-11-09T19:00:00,198,7,3,3,Tampa Bay Lightning,5,Chicago Blackhawks
198,2023020199,2023-11-09T20:00:00,199,7,3,2,St. Louis Blues,1,Arizona Coyotes
199,2023020200,2023-11-09T20:00:00,200,7,3,6,Winnipeg Jets,3,Nashville Predators
200,2023020201,2023-11-09T21:00:00,201,7,3,3,Colorado Avalanche,4,Seattle Kraken
201,2023020202,2023-11-09T22:30:00,202,7,4,3,Los Angeles Kings,4,Pittsburgh Penguins
202,2023020203,2023-11-09T22:30:00,203,7,3,3,San Jose Sharks,2,Edmonton Oilers
203,2023020204,2023-11-10T19:00:00,204,7,3,3,Buffalo Sabres,2,Minnesota Wild
204,2023020205,2023-11-10T19:00:00,205,7,3,5,Florida Panthers,2,Carolina Hurricanes
205,2023020206,2023-11-10T19:00:00,206,7,3,2,New Jersey Devils,4,Washington Capitals
206,2023020207,2023-11-10T19:00:00,207,7,5,5,Toronto Maple Leafs,4,Calgary Flames
207,2023020208,2023-11-10T22:00:00,208,7,3,3,Anaheim Ducks,6,Philadelphia Flyers
208,2023020209,2023-11-10T22:00:00,209,7,3,5,Vegas Golden Knights,0,San Jose Sharks
209,2023020210,2023-11-11T13:00:00,210,7,3,5,Detroit Red Wings,4,Columbus Blue Jackets
210,2023020211,2023-11-11T15:00:00,211,7,3,2,Winnipeg Jets,3,Dallas Stars
211,2023020212,2023-11-11T19:00:00,212,7,4,3,Montréal Canadiens,2,Boston Bruins
212,2023020213,2023-11-11T19:00:00,213,7,3,4,Ottawa Senators,1,Calgary Flames
213,2023020214,2023-11-11T19:00:00,214,7,3,0,Tampa Bay Lightning,4,Carolina Hurricanes
214,2023020215,2023-11-11T19:00:00,215,7,3,5,Toronto Maple Leafs,2,Vancouver Canucks
215,2023020216,2023-11-11T19:30:00,216,7,3,1,New York Islanders,4,Washington Capitals
216,2023020217,2023-11-11T19:30:00,217,7,3,4,Pittsburgh Penguins,0,Buffalo Sabres
217,2023020218,2023-11-11T20:00:00,218,7,3,5,Nashville Predators,7,Arizona Coyotes
218,2023020219,2023-11-11T21:00:00,219,7,3,2,Colorado Avalanche,8,St. Louis Blues
219,2023020220,2023-11-11T22:00:00,220,7,3,1,Seattle Kraken,4,Edmonton Oilers
220,2023020221,2023-11-11T22:30:00,221,7,3,2,Los Angeles Kings,4,Philadelphia Flyers
221,2023020222,2023-11-12T13:00:00,222,7,3,4,Florida Panthers,3,Chicago Blackhawks
222,2023020223,2023-11-12T18:00:00,223,7,3,3,Minnesota Wild,8,Dallas Stars
223,2023020224,2023-11-12T19:00:00,224,7,3,2,Montréal Canadiens,5,Vancouver Canucks
224,2023020225,2023-11-12T19:00:00,225,7,5,4,New York Rangers,3,Columbus Blue Jackets
225,2023020226,2023-11-12T20:00:00,226,7,3,4,Anaheim Ducks,1,San Jose Sharks
226,2023020227,2023-11-13T20:30:00,227,7,3,4,Edmonton Oilers,1,New York Islanders
227,2023020228,2023-11-13T22:00:00,228,7,3,1,Seattle Kraken,5,Colorado Avalanche
228,2023020229,2023-11-14T19:00:00,229,7,3,2,Buffalo Sabres,5,Boston Bruins
229,2023020230,2023-11-14T19:00:00,230,7,3,3,Columbus Blue Jackets,5,Pittsburgh Penguins
230,2023020231,2023-11-14T19:00:00,231,7,3,1,Montréal Canadiens,2,Calgary Flames
231,2023020232,2023-11-14T19:00:00,232,7,3,3,Washington Capitals,0,Vegas Golden Knights
232,2023020233,2023-11-14T20:00:00,233,7,4,4,Dallas Stars,3,Arizona Coyotes
233,2023020234,2023-11-14T20:00:00,234,7,3,2,Nashville Predators,3,Anaheim Ducks
234,2023020235,2023-11-14T20:00:00,235,7,3,5,St. Louis Blues,0,Tampa Bay Lightning
235,2023020236,2023-11-14T20:00:00,236,7,3,6,Winnipeg Jets,3,New Jersey Devils
236,2023020237,2023-11-14T22:30:00,237,7,3,3,San Jose Sharks,5,Florida Panthers
237,2023020238,2023-11-15T19:30:00,238,7,3,1,Carolina Hurricanes,3,Philadelphia Flyers
238,2023020239,2023-11-15T20:30:00,239,7,4,4,Edmonton Oilers,3,Seattle Kraken
239,2023020240,2023-11-15T21:00:00,240,7,3,8,Colorado Avalanche,2,Anaheim Ducks
240,2023020241,2023-11-15T22:00:00,241,7,4,4,Vancouver Canucks,3,New York Islanders
241,2023020242,2023-11-16T14:00:00,242,7,4,5,Ottawa Senators,4,Detroit Red Wings
242,2023020243,2023-11-16T19:00:00,243,7,3,2,Columbus Blue Jackets,3,Arizona Coyotes
243,2023020244,2023-11-16T19:00:00,244,7,3,5,Montréal Canadiens,6,Vegas Golden Knights
244,2023020245,2023-11-16T19:00:00,245,7,3,2,Pittsburgh Penguins,5,New Jersey Devils
245,2023020246,2023-11-16T20:00:00,246,7,3,2,Chicago Blackhawks,4,Tampa Bay Lightning
246,2023020247,2023-11-16T21:00:00,247,7,3,5,Calgary Flames,2,Vancouver Canucks
247,2023020248,2023-11-16T22:00:00,248,7,5,4,Seattle Kraken,3,New York Islanders
248,2023020249,2023-11-16T22:30:00,249,7,3,2,Los Angeles Kings,1,Florida Panthers
249,2023020250,2023-11-16T22:30:00,250,7,3,5,San Jose Sharks,1,St. Louis Blues
250,2023020251,2023-11-17T14:00:00,251,7,3,2,Detroit Red Wings,3,Toronto Maple Leafs
251,2023020252,2023-11-17T20:00:00,252,7,3,3,Winnipeg Jets,2,Buffalo Sabres
252,2023020253,2023-11-17T22:00:00,253,7,3,1,Anaheim Ducks,2,Florida Panthers
253,2023020254,2023-11-18T11:00:00,254,7,5,2,Ottawa Senators,1,Minnesota Wild
254,2023020255,2023-11-18T13:00:00,255,7,4,4,Philadelphia Flyers,3,Vegas Golden Knights
255,2023020256,2023-11-18T14:00:00,256,7,3,4,Nashville Predators,2,Chicago Blackhawks
256,2023020257,2023-11-18T16:00:00,257,7,3,6,Tampa Bay Lightning,4,Edmonton Oilers
257,2023020258,2023-11-18T19:00:00,258,7,3,5,Boston Bruins,2,Montréal Canadiens
258,2023020259,2023-11-18T19:00:00,259,7,3,4,Carolina Hurricanes,2,Pittsburgh Penguins
259,2023020260,2023-11-18T19:00:00,260,7,5,4,Calgary Flames,5,New York Islanders
260,2023020261,2023-11-18T19:00:00,261,7,3,3,New Jersey Devils,5,New York Rangers
261,2023020262,2023-11-18T19:00:00,262,7,3,5,Winnipeg Jets,2,Arizona Coyotes
262,2023020263,2023-11-18T19:30:00,263,7,3,4,Washington Capitals,3,Columbus Blue Jackets
263,2023020264,2023-11-18T20:00:00,264,7,3,3,Dallas Stars,6,Colorado Avalanche
264,2023020265,2023-11-18T22:00:00,265,7,3,3,Vancouver Canucks,4,Seattle Kraken
265,2023020266,2023-11-18T22:30:00,266,7,3,5,Los Angeles Kings,1,St. Louis Blues
266,2023020267,2023-11-19T08:00:00,267,7,4,3,Minnesota Wild,4,Toronto Maple Leafs
267,2023020268,2023-11-19T17:30:00,268,7,3,5,Philadelphia Flyers,2,Columbus Blue Jackets
268,2023020269,2023-11-19T18:00:00,269,7,3,3,Pittsburgh Penguins,0,Vegas Golden Knights
269,2023020270,2023-11-19T19:00:00,270,7,3,2,Chicago Blackhawks,3,Buffalo Sabres
270,2023020271,2023-11-19T20:00:00,271,7,3,1,Anaheim Ducks,3,St. Louis Blues
271,2023020272,2023-11-20T19:00:00,272,7,3,5,Florida Panthers,3,Edmonton Oilers
272,2023020273,2023-11-20T19:00:00,273,7,4,5,Tampa Bay Lightning,4,Boston Bruins
273,2023020274,2023-11-20T20:00:00,274,7,3,6,Dallas Stars,3,New York Rangers
274,2023020275,2023-11-20T20:00:00,275,7,3,4,Nashville Predators,3,Colorado Avalanche
275,2023020276,2023-11-20T21:00:00,276,7,3,1,Arizona Coyotes,4,Los Angeles Kings
276,2023020277,2023-11-20T22:00:00,277,7,4,3,Seattle Kraken,4,Calgary Flames
277,2023020278,2023-11-20T22:00:00,278,7,3,3,Vancouver Canucks,1,San Jose Sharks
278,2023020279,2023-11-22T19:00:00,279,7,3,6,Carolina Hurricanes,3,Edmonton Oilers
279,2023020280,2023-11-22T19:00:00,280,7,3,7,Columbus Blue Jackets,3,Chicago Blackhawks
280,2023020281,2023-11-22T19:00:00,281,7,3,4,Detroit Red Wings,0,New Jersey Devils
