,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
19,Carey Price,MTL,66,3886.1333333333,1952,1791,161,0.918,2.49,14.93,157.87,497,414,83,0.833,1.28,6.85,512,453,59,0.885,0.91,-7.72,838,819,19,0.977,0.29,10.9,127,194,37.77,21.98
20,Tuukka Rask,BOS,46,2635.15,1245,1136,109,0.912,2.48,3.21,101.86,335,272,63,0.812,1.43,-2.43,335,309,26,0.922,0.59,7.55,503,483,20,0.96,0.46,-2.05,66,111,38.16,24.33
21,Jonathan Quick,L.A,46,2647.5666666667,1329,1180,149,0.888,3.38,-29.22,116.64,350,274,76,0.783,1.72,-12.72,352,305,47,0.866,1.07,-11.74,550,525,25,0.955,0.57,-5.38,55,173,37.0,24.65
22,Ben Bishop,DAL,46,2638.05,1323,1236,87,0.934,1.98,32.24,108.12,340,301,39,0.885,0.89,22.47,335,307,28,0.916,0.64,5.55,562,543,19,0.966,0.43,1.05,75,123,37.1,23.89
23,Alex Stalock,MIN,21,1065.1,525,472,53,0.899,2.99,-5.68,43.31,126,96,30,0.762,1.69,-7.22,126,109,17,0.865,0.96,-4.38,241,235,6,0.975,0.34,2.6,27,49,39.88,21.57
24,Chad Johnson,"ANA, STL",19,810.48333333333,406,357,49,0.879,3.63,-12.41,35.96,123,97,26,0.789,1.92,-3.76,118,98,20,0.831,1.48,-8.18,149,146,3,0.98,0.22,2.32,19,41,35.1,23.47
25,James Reimer,FLA,36,1805.1833333333,929,836,93,0.9,3.09,-9.27,78.16,239,187,52,0.782,1.73,-8.79,228,202,26,0.886,0.86,-3.16,405,391,14,0.965,0.47,0.45,50,95,37.8,22.99
26,Jonathan Bernier,DET,35,1859.9,1025,927,98,0.904,3.16,-5.62,89.33,291,239,52,0.821,1.68,0.61,269,246,23,0.914,0.74,3.94,416,393,23,0.945,0.74,-8.16,44,110,35.81,25.79
27,Semyon Varlamov,COL,49,2839.2,1496,1360,136,0.909,2.87,-1.17,125.14,392,318,74,0.811,1.56,-3.13,379,341,38,0.9,0.8,-0.04,640,616,24,0.963,0.51,-1.16,76,208,38.53,22.77
28,Michal Neuvirth,PHI,7,365.63333333333,184,158,26,0.859,4.27,-9.42,15.55,46,35,11,0.761,1.81,-2.68,47,36,11,0.766,1.81,-6.29,77,73,4,0.948,0.66,-1.25,10,25,39.96,25.65
29,Richard Bachman,VAN,1,60.0,29,23,6,0.793,6.0,-3.39,1.47,3,1,2,0.333,2.0,-1.46,9,7,2,0.778,2.0,-1.1,16,14,2,0.875,2.0,-1.43,1,2,42.69,26.33
30,Scott Darling,CAR,8,485.56666666667,233,206,27,0.884,3.34,-6.0,22.55,74,60,14,0.811,1.73,-0.62,55,47,8,0.855,0.99,-2.49,96,91,5,0.948,0.62,-1.57,20,30,34.59,21.78
31,Antti Niemi,MTL,17,968.8,539,478,61,0.887,3.78,-12.42,42.93,139,109,30,0.784,1.86,-4.87,126,104,22,0.825,1.36,-9.38,248,239,9,0.964,0.56,-0.15,34,47,37.96,23.38
32,Jacob Markstrom,VAN,60,3599.0166666667,1896,1730,166,0.912,2.77,4.88,163.74,541,452,89,0.835,1.48,8.81,512,463,49,0.904,0.82,2.28,771,743,28,0.964,0.47,-0.49,77,226,35.71,22.85
33,Jake Allen,STL,46,2567.95,1277,1156,121,0.905,2.83,-5.91,109.65,341,270,71,0.792,1.66,-9.35,388,357,31,0.92,0.72,7.86,487,468,19,0.961,0.44,-1.62,64,133,35.08,23.29
34,Michael Hutchinson,"FLA, TOR",9,496.16666666667,239,212,27,0.887,3.27,-5.46,20.11,51,40,11,0.784,1.33,-1.78,66,55,11,0.833,1.33,-4.39,113,108,5,0.956,0.6,-0.97,13,25,37.76,26.96
35,Braden Holtby,WSH,59,3406.5666666667,1796,1636,160,0.911,2.82,1.87,166.87,545,449,96,0.824,1.69,2.53,420,380,40,0.905,0.7,2.07,720,696,24,0.967,0.42,1.69,104,242,36.85,20.99
36,Martin Jones,S.J,62,3577.2166666667,1699,1523,176,0.896,2.95,-22.87,155.42,525,423,102,0.806,1.71,-7.08,432,388,44,0.898,0.74,-0.73,641,611,30,0.953,0.5,-7.13,84,213,36.31,23.45
37,Mikko Koskinen,EDM,55,2991.85,1551,1405,146,0.906,2.93,-6.21,136.01,428,345,83,0.806,1.66,-5.62,388,349,39,0.899,0.78,-0.14,650,626,24,0.963,0.48,-0.81,88,175,36.77,23.24
38,Anders Nilsson,"OTT, VAN",36,2028.65,1098,997,101,0.908,2.99,-2.04,90.1,294,243,51,0.827,1.51,2.15,283,247,36,0.873,1.06,-7.66,472,458,14,0.97,0.41,2.84,45,109,36.31,24.05
39,Robin Lehner,NYI,46,2615.8166666667,1323,1230,93,0.93,2.13,26.24,113.91,377,322,55,0.854,1.26,13.16,355,334,21,0.941,0.48,14.56,534,517,17,0.968,0.39,2.05,50,132,35.24,21.77
40,Edward Pasquale,T.B,3,181.96666666667,102,90,12,0.882,3.96,-2.81,8.99,25,21,4,0.84,1.32,0.52,29,21,8,0.724,2.64,-5.1,41,41,0,1.0,0.0,1.46,6,11,38.26,20.5
41,Darcy Kuemper,ARI,55,3251.25,1677,1551,126,0.925,2.33,25.15,133.68,432,364,68,0.843,1.25,10.1,397,364,33,0.917,0.61,6.76,745,720,25,0.966,0.46,1.58,78,198,38.36,23.44
42,Carter Hutton,BUF,50,2839.6166666667,1541,1399,142,0.908,3.0,-3.11,123.41,408,327,81,0.801,1.71,-7.24,392,342,50,0.872,1.06,-10.74,662,651,11,0.983,0.23,12.62,64,110,38.03,20.61
43,Cam Talbot,"EDM, PHI",35,1905.2666666667,997,889,108,0.892,3.4,-18.14,88.06,265,209,56,0.789,1.76,-8.09,249,219,30,0.88,0.94,-5.06,424,402,22,0.948,0.69,-6.87,53,135,37.11,23.9
44,Sergei Bobrovsky,CBJ,62,3556.6666666667,1756,1603,153,0.913,2.58,5.27,146.78,479,407,72,0.85,1.21,14.6,502,448,54,0.892,0.91,-3.72,689,662,27,0.961,0.46,-2.42,83,199,36.14,22.99
45,Calvin Pickard,"ARI, PHI",17,746.8,384,336,48,0.875,3.86,-13.39,34.88,124,94,30,0.758,2.41,-7.58,80,68,12,0.85,0.96,-3.99,165,159,6,0.964,0.48,-0.11,19,45,34.25,20.33
46,Jack Campbell,L.A,31,1592.7666666667,845,784,61,0.928,2.3,15.16,71.25,189,155,34,0.82,1.28,0.17,231,213,18,0.922,0.68,5.14,380,371,9,0.976,0.34,4.56,49,90,37.92,19.98
47,Philipp Grubauer,COL,37,2021.9666666667,1071,982,89,0.917,2.64,7.53,87.57,279,230,49,0.824,1.45,1.44,256,236,20,0.922,0.59,5.64,475,456,19,0.96,0.56,-2.05,49,134,37.95,22.46
48,Louis Domingue,T.B,26,1560.6166666667,812,737,75,0.908,2.88,-1.82,64.45,203,161,42,0.793,1.61,-5.3,246,224,22,0.911,0.85,2.64,327,316,11,0.966,0.42,0.67,47,86,37.2,23.64
49,Petr Mrazek,CAR,40,2386.85,1104,1009,95,0.914,2.39,4.5,98.66,310,254,56,0.819,1.41,0.05,273,249,24,0.912,0.6,3.34,439,424,15,0.966,0.38,0.66,62,115,37.7,21.36
50,Frederik Andersen,TOR,60,3510.25,1957,1795,162,0.917,2.77,14.38,165.69,479,383,96,0.8,1.64,-9.4,536,489,47,0.912,0.8,6.69,840,821,19,0.977,0.32,10.97,102,181,37.8,21.07
51,Keith Kinkaid,N.J,41,2302.8166666667,1188,1059,129,0.891,3.36,-21.93,103.37,277,216,61,0.78,1.59,-10.92,359,326,33,0.908,0.86,2.96,491,457,34,0.931,0.89,-16.48,56,115,37.5,25.42
52,Laurent Brossoit,WPG,21,1165.2833333333,652,603,49,0.925,2.52,9.76,58.85,176,152,24,0.864,1.24,7.82,172,156,16,0.907,0.82,1.23,268,259,9,0.966,0.46,0.56,29,85,37.28,23.76
53,Garret Sparks,TOR,20,1104.7,592,534,58,0.902,3.15,-4.64,46.96,147,122,25,0.83,1.36,1.58,169,148,21,0.876,1.14,-4.07,240,228,12,0.95,0.65,-3.44,26,49,37.03,25.69
54,Jordan Binnington,STL,32,1876.4166666667,807,748,59,0.927,1.89,13.73,66.6,212,181,31,0.854,0.99,7.33,239,223,16,0.933,0.51,7.94,319,307,12,0.962,0.38,-0.62,41,86,35.68,20.68
55,John Gibson,ANA,58,3233.0333333333,1839,1686,153,0.917,2.84,12.75,177.71,582,492,90,0.845,1.67,15.22,509,460,49,0.904,0.91,1.98,667,654,13,0.981,0.24,10.8,106,245,33.79,22.24
56,Christopher Gibson,NYI,2,40.0,17,16,1,0.941,1.5,0.53,1.02,4,4,0,1.0,0.0,0.72,3,3,0,1.0,0.0,0.3,8,7,1,0.875,1.5,-0.71,2,0,44.0,21.0
57,Maxime Lagace,VGK,1,59.516666666667,31,27,4,0.871,4.03,-1.21,2.78,3,2,1,0.667,1.01,-0.46,9,7,2,0.778,2.02,-1.1,19,18,1,0.947,1.01,-0.32,0,4,32.81,20.25
58,Malcolm Subban,VGK,21,1226.7833333333,612,552,60,0.902,2.93,-4.84,47.74,152,125,27,0.822,1.32,0.48,177,157,20,0.887,0.98,-2.27,246,235,11,0.955,0.54,-2.22,39,60,36.54,29.62
59,Andrei Vasilevskiy,T.B,53,3203.75,1713,1585,128,0.925,2.4,26.39,132.93,427,351,76,0.822,1.42,1.2,552,516,36,0.935,0.67,19.29,662,647,15,0.977,0.28,8.62,105,185,37.11,23.88
60,Matt Murray,PIT,50,2880.2333333333,1594,1465,129,0.919,2.69,14.66,129.49,404,331,73,0.819,1.52,0.04,413,377,36,0.913,0.75,5.37,676,659,17,0.975,0.35,7.12,104,163,37.91,28.29
61,Joonas Korpisalo,CBJ,27,1360.5666666667,651,584,67,0.897,2.95,-8.33,54.21,180,139,41,0.772,1.81,-8.46,158,142,16,0.899,0.71,-0.17,273,264,9,0.967,0.4,0.74,37,81,37.17,19.91
62,Anthony Stolarz,"EDM, PHI",18,868.41666666667,503,453,50,0.901,3.45,-4.67,41.11,139,119,20,0.856,1.38,5.13,146,124,22,0.849,1.52,-7.38,193,186,7,0.964,0.48,-0.11,28,58,35.63,27.24
63,Connor Hellebuyck,WPG,63,3704.1,2050,1871,179,0.913,2.9,5.76,167.85,498,398,100,0.799,1.62,-9.96,551,503,48,0.913,0.78,7.19,891,861,30,0.966,0.49,1.79,109,219,38.02,22.83
64,Linus Ullmark,BUF,37,2102.1,1146,1037,109,0.905,3.11,-5.71,89.73,295,241,54,0.817,1.54,-0.67,286,250,36,0.874,1.03,-7.35,508,489,19,0.963,0.54,-0.87,47,93,36.57,22.39
65,Aaron Dell,S.J,25,1323.2833333333,613,543,70,0.886,3.17,-14.75,57.78,175,133,42,0.76,1.9,-10.36,183,161,22,0.88,1.0,-3.67,223,217,6,0.973,0.27,1.96,35,66,34.9,19.74
66,Mike Condon,OTT,2,75.25,40,32,8,0.8,6.38,-4.39,3.55,15,9,6,0.6,4.78,-3.29,11,10,1,0.909,0.8,0.1,12,12,0,1.0,0.0,0.43,1,5,35.2,30.63
67,Antti Raanta,ARI,12,687.1,351,318,33,0.906,2.88,-1.36,34.01,119,100,19,0.84,1.66,2.51,74,64,10,0.865,0.87,-2.59,140,137,3,0.979,0.26,2.0,24,52,34.08,22.58
68,Cal Petersen,L.A,11,621.7,355,328,27,0.924,2.61,5.0,27.35,90,74,16,0.822,1.54,0.27,79,72,7,0.911,0.68,0.91,158,154,4,0.975,0.39,1.64,15,33,40.63,22.3
69,Marcus Hogberg,OTT,4,205.5,121,107,14,0.884,4.09,-3.09,10.27,34,29,5,0.853,1.46,1.15,21,16,5,0.762,1.46,-2.9,59,55,4,0.932,1.17,-1.89,8,14,38.31,26.0
70,Juuse Saros,NSH,31,1696.2166666667,870,796,74,0.915,2.62,4.41,77.26,237,197,40,0.831,1.41,2.85,240,220,20,0.917,0.71,4.04,345,331,14,0.959,0.5,-1.69,69,102,36.56,23.84
71,Tristan Jarry,PIT,2,120.05,62,55,7,0.887,3.5,-1.41,2.66,7,5,2,0.714,1.0,-0.73,19,16,3,0.842,1.5,-1.1,32,30,2,0.938,1.0,-0.86,3,3,42.48,36.29
72,Eric Comrie,WPG,1,59.883333333333,28,23,5,0.821,5.01,-2.48,1.92,5,4,1,0.8,1.0,-0.1,7,5,2,0.714,2.0,-1.3,14,12,2,0.857,2.0,-1.5,2,5,38.29,28.0
73,Pheonix Copley,WSH,27,1528.9333333333,776,702,74,0.905,2.9,-4.06,70.05,221,184,37,0.833,1.45,2.96,185,157,28,0.849,1.1,-9.47,325,316,9,0.972,0.35,2.6,46,90,35.76,22.3
74,Thatcher Demko,VAN,9,534.15,288,263,25,0.913,2.81,0.96,22.66,76,63,13,0.829,1.46,0.74,90,82,8,0.911,0.9,1.01,109,105,4,0.963,0.45,-0.11,15,17,35.36,21.6
75,Alex Nedeljkovic,CAR,1,60.0,26,24,2,0.923,2.0,0.34,1.77,3,1,2,0.333,2.0,-1.46,9,9,0,1.0,0.0,0.9,13,13,0,1.0,0.0,0.46,0,3,41.88,14.0
76,Mackenzie Blackwood,N.J,23,1263.8666666667,668,613,55,0.918,2.61,5.21,54.56,163,129,34,0.791,1.61,-4.53,172,157,15,0.913,0.71,2.23,298,292,6,0.98,0.28,4.63,37,55,37.62,19.87
77,Sam Montembeault,FLA,11,591.4,282,252,30,0.894,3.04,-4.58,27.65,94,76,18,0.809,1.83,-1.01,56,47,9,0.839,0.91,-3.39,121,118,3,0.975,0.3,1.32,14,45,36.93,22.67
78,Adin Hill,ARI,13,696.35,322,290,32,0.901,2.76,-2.98,30.68,89,69,20,0.775,1.72,-3.91,83,76,7,0.916,0.6,1.31,131,127,4,0.969,0.34,0.67,12,48,37.42,25.75
79,Joey Daccord,OTT,1,60.0,40,35,5,0.875,5.0,-1.39,2.49,8,5,3,0.625,3.0,-1.55,8,8,0,1.0,0.0,0.8,20,18,2,0.9,2.0,-1.29,4,3,43.58,27.6
80,Landon Bow,DAL,2,58.25,19,18,1,0.947,1.03,0.71,1.23,3,3,0,1.0,0.0,0.54,7,6,1,0.857,1.03,-0.3,9,9,0,1.0,0.0,0.32,0,2,34.32,25.0
81,Casey DeSmith,PIT,36,1943.55,1060,971,89,0.916,2.75,6.54,88.68,273,225,48,0.824,1.48,1.36,270,241,29,0.893,0.9,-1.96,458,446,12,0.974,0.37,4.34,58,137,37.07,23.42
82,Charlie Lindgren,MTL,1,65.0,49,44,5,0.898,4.62,-0.58,4.67,17,15,2,0.882,1.85,1.07,13,11,2,0.846,1.85,-0.7,19,18,1,0.947,0.92,-0.32,5,9,28.82,22.6
83,Kevin Boyle,ANA,5,276.85,139,129,10,0.928,2.17,2.53,11.5,33,27,6,0.818,1.3,-0.03,40,37,3,0.925,0.65,1.01,59,58,1,0.983,0.22,1.11,8,18,39.06,21.1
84,Alex Lyon,PHI,2,70.816666666667,31,25,6,0.806,5.08,-3.21,2.6,5,2,3,0.4,2.54,-2.1,8,7,1,0.875,0.85,-0.2,16,14,2,0.875,1.69,-1.43,2,4,40.74,21.83
85,Carter Hart,PHI,31,1716.9166666667,976,895,81,0.917,2.83,6.97,75.94,214,178,36,0.832,1.26,2.69,255,226,29,0.886,1.01,-3.46,434,419,15,0.965,0.52,0.49,41,131,38.87,25.28
86,David Rittich,CGY,45,2503.3333333333,1228,1119,109,0.911,2.61,1.68,105.48,319,267,52,0.837,1.25,5.67,341,313,28,0.918,0.67,6.15,502,474,28,0.944,0.67,-10.09,58,139,37.94,27.66
87,Michael Dipietro,VAN,1,60.0,24,17,7,0.708,7.0,-4.84,2.54,9,4,5,0.444,5.0,-3.37,5,5,0,1.0,0.0,0.5,10,8,2,0.8,2.0,-1.64,2,1,33.21,24.57
88,Hunter Miska,ARI,1,18.266666666667,9,8,1,0.889,3.28,-0.19,0.35,1,1,0,1.0,0.0,0.18,1,1,0,1.0,0.0,0.1,5,4,1,0.8,3.28,-0.82,0,1,55.0,53.0
89,Kaden Fulcher,DET,1,27.216666666667,11,9,2,0.818,4.41,-1.01,0.82,2,2,0,1.0,0.0,0.36,2,1,1,0.5,2.2,-0.8,7,6,1,0.857,2.2,-0.75,0,0,32.64,30.5
90,Alexandar Georgiev,NYR,33,1874.1666666667,1057,966,91,0.914,2.91,4.27,96.33,334,282,52,0.844,1.66,8.39,264,238,26,0.902,0.83,0.44,412,399,13,0.968,0.42,1.7,37,108,35.15,21.91
91,Collin Delia,CHI,16,831.05,545,495,50,0.908,3.61,-0.88,46.82,177,150,27,0.847,1.95,5.0,121,107,14,0.884,1.01,-1.88,216,207,9,0.958,0.65,-1.29,25,56,32.98,25.9
92,Pavel Francouz,COL,2,61.183333333333,35,33,2,0.943,1.96,1.15,2.82,9,8,1,0.889,0.98,0.63,8,8,0,1.0,0.0,0.8,13,12,1,0.923,0.98,-0.54,1,7,48.0,28.5
