,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
50,Anders Nilsson,"EDM, STL",29,1500.5833333333,789,711,78,0.901,3.12,-10.83,69.23,222,181,41,0.815,1.64,-1.46,217,196,21,0.903,0.84,-2.28,335,319,16,0.952,0.64,-4.73,21,84,33.14,23.18
51,Robin Lehner,BUF,21,1144.0833333333,634,586,48,0.924,2.52,5.97,47.58,140,114,26,0.814,1.36,-1.07,118,111,7,0.941,0.37,3.18,354,339,15,0.958,0.79,-3.09,31,57,39.24,27.08
52,Jean-Francois Berube,NYI,7,398.7,210,192,18,0.914,2.71,-0.12,18.46,69,58,11,0.841,1.66,1.29,59,54,5,0.915,0.75,0.09,77,76,1,0.987,0.15,1.59,10,19,32.51,24.50
53,Joni Ortio,CGY,22,1196.75,564,509,55,0.902,2.76,-6.99,52.03,166,131,35,0.789,1.75,-5.44,154,140,14,0.909,0.7,-0.71,231,225,6,0.974,0.3,1.77,31,56,33.18,20.45
54,Darcy Kuemper,MIN,21,1063.4,507,464,43,0.915,2.43,0.16,42.76,135,114,21,0.844,1.18,3.04,149,133,16,0.893,0.9,-3.15,210,204,6,0.971,0.34,1.07,22,44,34.55,25.21
55,Jonas Gustavsson,BOS,24,1258.4666666667,623,566,57,0.909,2.72,-3.96,49.47,149,120,29,0.805,1.38,-2.46,164,149,15,0.909,0.72,-0.85,286,273,13,0.955,0.62,-3.38,33,57,36.7,22.23
56,Carter Hutton,NSH,17,978.93333333333,464,426,38,0.918,2.33,1.5,38.19,108,90,18,0.833,1.1,1.24,134,121,13,0.903,0.8,-1.44,198,192,6,0.970,0.37,0.66,31,47,37.07,25.66
57,Cam Talbot,EDM,56,3190.4166666667,1649,1512,137,0.917,2.58,3.38,140.28,421,345,76,0.819,1.43,-1.02,469,432,37,0.921,0.7,3.46,715,693,22,0.969,0.41,2.06,79,171,34.47,24.64
58,Eddie Lack,CAR,34,1920.1,909,819,90,0.901,2.81,-12.62,86.29,275,224,51,0.815,1.59,-2.02,234,201,33,0.859,1.03,-12.81,378,372,6,0.984,0.19,6.72,30,111,32.23,19.43
59,Ben Scrivens,MTL,15,821.96666666667,447,405,42,0.906,3.07,-3.95,36.07,110,79,31,0.718,2.26,-11.41,104,97,7,0.933,0.51,1.97,214,210,4,0.981,0.29,3.2,17,35,36.85,17.50
60,Sergei Bobrovsky,CBJ,37,2116.35,1049,952,97,0.908,2.75,-7.7,90.07,264,209,55,0.792,1.56,-7.98,280,257,23,0.918,0.65,1.16,468,449,19,0.959,0.54,-3.25,47,110,36.51,22.84
61,Calvin Pickard,COL,20,980.43333333333,539,497,42,0.922,2.57,3.89,47.99,161,135,26,0.839,1.59,2.67,133,124,9,0.932,0.55,2.47,227,220,7,0.969,0.43,0.64,26,51,35.1,23.52
62,Scott Wedgewood,N.J,4,240.75,116,111,5,0.957,1.25,4.88,9.83,27,25,2,0.926,0.5,2.81,31,29,2,0.935,0.5,0.67,55,54,1,0.982,0.25,0.85,7,10,33.16,30.20
63,Philipp Grubauer,WSH,22,1111.0333333333,523,480,43,0.918,2.32,1.52,46.23,137,117,20,0.854,1.08,4.4,142,126,16,0.887,0.86,-3.75,217,210,7,0.968,0.38,0.3,40,53,35.98,24.35
64,Louis Domingue,ARI,39,2206.0666666667,1143,1042,101,0.912,2.75,-3.69,96.54,281,224,57,0.797,1.55,-6.95,325,301,24,0.926,0.65,4.04,491,473,18,0.963,0.49,-1.48,51,137,36.21,23.77
65,Petr Mrazek,DET,54,2960.5833333333,1448,1333,115,0.921,2.33,8.27,119.42,375,314,61,0.837,1.24,5.79,360,330,30,0.917,0.61,1.06,658,634,24,0.964,0.49,-1.86,39,121,35.15,22.70
66,Frederik Andersen,ANA,43,2297.9333333333,1086,998,88,0.919,2.3,4.45,91.08,276,231,45,0.837,1.17,4.16,279,256,23,0.918,0.6,1.07,477,458,19,0.960,0.5,-2.95,56,95,35.93,24.43
67,Keith Kinkaid,N.J,23,1240.75,605,547,58,0.904,2.8,-6.5,49.59,141,111,30,0.787,1.45,-4.89,165,151,14,0.915,0.68,0.23,286,272,14,0.951,0.68,-4.38,23,41,35.23,20.83
68,Jason Kasdorf,BUF,1,60.0,30,26,4,0.867,4.0,-1.45,1.69,3,2,1,0.667,1.0,-0.47,4,3,1,0.75,1.0,-0.65,23,21,2,0.913,2.0,-1.23,3,0,42.27,35.00
69,Laurent Brossoit,EDM,5,299.51666666667,142,124,18,0.873,3.61,-5.91,14.31,43,35,8,0.814,1.6,-0.34,41,34,7,0.829,1.4,-3.46,55,52,3,0.945,0.6,-1.15,5,13,30.41,21.33
70,Anton Forsberg,CBJ,4,178.15,97,88,9,0.907,3.03,-0.74,9.5,34,29,5,0.853,1.68,1.06,23,22,1,0.957,0.34,0.98,38,35,3,0.921,1.01,-1.72,9,15,35.59,30.67
71,Garret Sparks,TOR,17,974.95,456,407,49,0.893,3.02,-10.18,38.07,101,78,23,0.772,1.42,-5.01,124,106,18,0.855,1.11,-7.3,220,212,8,0.964,0.49,-0.6,19,42,36.93,24.02
72,Jordan Binnington,STL,1,12.783333333333,4,3,1,0.75,4.69,-0.66,0.39,0,0,0,-,0.0,0.0,4,3,1,0.75,4.69,-0.65,0,0,0,-,0.0,0.0,0,0,22.5,27.00
73,Magnus Hellberg,NYR,1,20.0,6,4,2,0.667,6.0,-1.49,0.61,2,0,2,0.000,6.0,-1.64,2,2,0,1.0,0.0,0.17,2,2,0,1.000,0.0,0.07,1,0,35.17,14.00
74,John Gibson,ANA,40,2294.6666666667,993,914,79,0.92,2.07,5.54,87.07,266,216,50,0.812,1.31,-2.62,271,250,21,0.923,0.55,2.38,418,410,8,0.981,0.21,6.07,65,100,34.47,20.54
75,Christopher Gibson,NYI,4,194.03333333333,93,82,11,0.882,3.4,-3.08,6.97,18,14,4,0.778,1.24,-0.79,36,31,5,0.861,1.55,-1.89,32,30,2,0.938,0.62,-0.92,6,4,36.05,38.82
76,Andrei Vasilevskiy,T.B,24,1258.6333333333,646,588,58,0.91,2.76,-3.0,50.18,150,128,22,0.853,1.05,4.72,179,157,22,0.877,1.05,-6.56,296,282,14,0.953,0.67,-4.04,34,55,37.24,28.50
77,Matt Murray,PIT,13,748.58333333333,355,330,25,0.93,2.0,5.22,28.61,97,82,15,0.845,1.2,2.28,89,85,4,0.955,0.32,3.68,147,141,6,0.959,0.48,-1.05,13,30,35.54,22.64
78,Chris Driedger,OTT,1,31.816666666667,11,11,0,1.0,0.0,0.94,1.18,3,3,0,1.000,0.0,0.53,3,3,0,1.0,0.0,0.26,5,5,0,1.000,0.0,0.17,1,1,28.73,-
79,Joonas Korpisalo,CBJ,31,1803.05,969,891,78,0.92,2.6,4.49,86.71,268,227,41,0.847,1.36,6.73,217,198,19,0.912,0.63,-0.28,451,435,16,0.965,0.53,-0.82,43,113,35.66,23.12
80,Connor Hellebuyck,WPG,26,1433.4666666667,683,627,56,0.918,2.34,2.15,62.67,192,162,30,0.844,1.26,4.2,185,170,15,0.919,0.63,0.96,287,276,11,0.962,0.46,-1.34,49,72,33.89,20.46
81,Linus Ullmark,BUF,20,1130.6666666667,565,516,49,0.913,2.6,-0.9,42.09,140,107,33,0.764,1.75,-8.07,147,137,10,0.932,0.53,2.68,259,253,6,0.977,0.32,2.72,33,38,36.1,18.88
82,Andrew Hammond,OTT,24,1382.3166666667,712,651,61,0.914,2.65,-0.39,60.88,174,145,29,0.833,1.26,1.99,196,177,19,0.903,0.82,-2.09,324,311,13,0.960,0.56,-2.1,29,87,35.14,24.66
83,Mike Condon,MTL,55,3122.7333333333,1458,1317,141,0.903,2.71,-16.88,128.02,417,329,88,0.789,1.69,-13.73,356,317,39,0.89,0.75,-8.29,629,615,14,0.978,0.27,7.17,85,173,34.67,19.14
84,Antti Raanta,NYR,25,1150.35,530,487,43,0.919,2.24,2.12,49.42,181,152,29,0.840,1.51,3.24,113,103,10,0.912,0.52,-0.25,218,214,4,0.982,0.21,3.34,26,59,32.28,18.81
85,Kristers Gudlevskis,T.B,1,59.95,32,31,1,0.969,1.0,1.72,2.44,8,7,1,0.875,1.0,0.42,7,7,0,1.0,0.0,0.6,17,17,0,1.000,0.0,0.57,0,1,36.34,9.00
86,Juuse Saros,NSH,1,58.016666666667,23,20,3,0.87,3.1,-1.04,2.1,5,3,2,0.600,2.07,-1.11,9,8,1,0.889,1.03,-0.22,6,6,0,1.000,0.0,0.2,1,5,42.35,15.33
87,Pheonix Copley,STL,1,24.433333333333,6,5,1,0.833,2.46,-0.49,0.24,1,1,0,1.000,0.0,0.18,1,0,1,0.0,2.46,-0.91,4,4,0,1.000,0.0,0.13,0,0,40.5,25.00
88,Roman Will,COL,1,18.466666666667,3,2,1,0.667,3.25,-0.74,0.26,1,1,0,1.000,0.0,0.18,1,0,1,0.0,3.25,-0.91,1,1,0,1.000,0.0,0.03,1,0,34.0,38.00
89,Matthew O'Connor,OTT,1,58.033333333333,34,31,3,0.912,3.1,-0.11,2.61,10,9,1,0.900,1.03,0.78,7,6,1,0.857,1.03,-0.4,17,16,1,0.941,1.03,-0.43,1,3,34.47,24.67
90,Niklas Treutle,ARI,2,49.7,20,15,5,0.75,6.04,-3.3,1.59,7,3,4,0.429,4.83,-2.75,2,2,0,1.0,0.0,0.17,10,9,1,0.900,1.21,-0.66,2,2,36.55,20.00
91,Charlie Lindgren,MTL,1,60.0,28,26,2,0.929,2.0,0.38,3.1,8,8,0,1.000,0.0,1.42,6,5,1,0.833,1.0,-0.48,13,12,1,0.923,1.0,-0.56,3,8,34.39,40.00
