,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
30,Reto Berra,FLA,7,313.11666666667,145,127,18,0.876,3.45,-5.45,14.5,39,29,10,0.744,1.92,-3.05,38,33,5,0.868,0.96,-1.49,65,62,3,0.954,0.57,-0.73,8,22,35.12,23.44
31,James Reimer,FLA,43,2324.5833333333,1222,1124,98,0.920,2.53,7.73,99.51,329,273,56,0.830,1.45,2.6,319,294,25,0.922,0.65,4.49,549,532,17,0.969,0.44,2.21,71,116,35.28,22.80
32,Jhonas Enroth,TOR,6,274.43333333333,141,123,18,0.872,3.94,-5.8,9.78,31,24,7,0.774,1.53,-1.48,38,31,7,0.816,1.53,-3.49,67,63,4,0.940,0.87,-1.66,3,12,33.62,21.67
33,Jonathan Bernier,ANA,39,1993.1833333333,982,899,83,0.915,2.5,1.96,90.29,273,231,42,0.846,1.26,6.62,253,224,29,0.885,0.87,-5.61,427,415,12,0.972,0.36,2.94,54,112,34.28,22.92
34,Jeff Zatkoff,L.A,13,550.4,223,196,27,0.879,2.94,-7.71,17.47,60,45,15,0.750,1.64,-4.31,52,41,11,0.788,1.2,-6.19,105,104,1,0.990,0.11,2.67,6,16,33.51,19.15
35,Semyon Varlamov,COL,24,1347.7833333333,745,669,76,0.898,3.38,-11.54,59.91,192,153,39,0.797,1.74,-4.8,184,159,25,0.864,1.11,-7.99,355,343,12,0.966,0.53,0.42,39,90,35.80,21.97
36,Michal Neuvirth,PHI,28,1363.6333333333,586,522,64,0.891,2.82,-13.3,50.27,161,128,33,0.795,1.45,-4.32,159,144,15,0.906,0.66,-0.3,241,225,16,0.934,0.7,-7.57,35,71,34.52,24.69
37,Richard Bachman,VAN,5,295.18333333333,162,149,13,0.920,2.64,1.02,15.42,51,45,6,0.882,1.22,3.08,54,48,6,0.889,1.22,-1.01,55,54,1,0.982,0.2,0.92,12,16,31.94,22.92
38,Jeremy Smith,COL,10,542.71666666667,286,254,32,0.888,3.54,-7.26,24.25,76,53,23,0.697,2.54,-9.46,72,67,5,0.931,0.55,1.66,124,120,4,0.968,0.44,0.34,11,34,35.62,18.81
39,Scott Darling,CHI,32,1688.5833333333,877,810,67,0.924,2.38,8.88,71.88,244,209,35,0.857,1.24,8.46,204,184,20,0.902,0.71,-1.14,408,396,12,0.971,0.43,2.28,53,106,33.76,25.94
40,Antti Niemi,DAL,37,1728.5,881,786,95,0.892,3.3,-18.78,81.22,233,176,57,0.755,1.98,-15.5,219,193,26,0.881,0.9,-5.75,398,386,12,0.970,0.42,1.93,34,122,35.03,20.84
41,Jacob Markstrom,VAN,26,1416.9666666667,693,631,62,0.911,2.63,-2.04,58.04,196,159,37,0.811,1.57,-2.09,197,181,16,0.919,0.68,2.21,281,272,9,0.968,0.38,0.83,24,76,31.98,23.05
42,Jake Allen,STL,61,3418.3166666667,1620,1482,138,0.915,2.42,2.16,128.11,385,313,72,0.813,1.26,-3.43,468,420,48,0.897,0.84,-4.73,722,705,17,0.976,0.3,8.26,68,138,34.45,23.16
43,Michael Hutchinson,WPG,28,1378.3333333333,691,624,67,0.903,2.92,-7.21,55.74,155,125,30,0.806,1.31,-2.39,210,189,21,0.900,0.91,-1.59,303,287,16,0.947,0.7,-5.4,35,65,35.40,23.46
44,Braden Holtby,WSH,63,3680.1666666667,1690,1563,127,0.925,2.07,19.22,151.03,458,375,83,0.819,1.35,-1.43,412,380,32,0.922,0.52,6.09,749,737,12,0.984,0.2,14.21,102,202,35.54,19.51
45,Dustin Tokarski,ANA,1,9.7833333333333,5,5,0,1.000,0.0,0.43,0.57,3,3,0,1.000,0.0,0.53,1,1,0,1.000,0.0,0.09,1,1,0,1.000,0.0,0.03,0,1,19.20,-
46,Martin Jones,S.J,65,3800.35,1725,1573,152,0.912,2.4,-2.75,158.48,498,414,84,0.831,1.33,4.7,462,420,42,0.909,0.66,0.71,689,664,25,0.964,0.39,-0.89,108,182,34.62,22.93
47,Anders Nilsson,BUF,26,1484.25,858,792,66,0.923,2.67,8.23,73.63,239,200,39,0.837,1.58,3.57,201,185,16,0.920,0.65,2.58,407,397,10,0.975,0.4,4.24,54,96,34.35,21.71
48,Robin Lehner,BUF,59,3406.7333333333,1912,1760,152,0.921,2.68,13.43,148.01,452,362,90,0.801,1.59,-9.5,452,415,37,0.918,0.65,4.79,969,944,25,0.974,0.44,8.91,106,165,37.05,20.45
49,Jean-Francois Berube,NYI,14,526.81666666667,271,241,30,0.889,3.42,-6.55,19.04,64,49,15,0.766,1.71,-3.6,75,69,6,0.920,0.68,0.93,124,115,9,0.927,1.03,-4.66,19,18,37.35,26.17
50,Darcy Kuemper,MIN,18,1053.0333333333,562,507,55,0.902,3.13,-6.38,41.32,125,102,23,0.816,1.31,-0.74,131,115,16,0.878,0.91,-3.89,287,272,15,0.948,0.85,-4.96,30,54,38.36,28.65
51,Jonas Gustavsson,EDM,7,328.96666666667,139,122,17,0.878,3.1,-4.97,11.86,36,28,8,0.778,1.46,-1.59,39,35,4,0.897,0.73,-0.39,61,56,5,0.918,0.91,-2.87,5,12,34.12,25.71
52,Carter Hutton,STL,30,1459.05,663,605,58,0.913,2.39,-0.64,56.85,181,149,32,0.823,1.32,0.24,189,173,16,0.915,0.66,1.47,277,267,10,0.964,0.41,-0.31,27,62,33.73,23.67
53,Cam Talbot,EDM,73,4294.0,2119,1948,171,0.919,2.39,12.34,194.05,609,511,98,0.839,1.37,10.47,581,538,43,0.926,0.6,10.71,865,837,28,0.968,0.39,2.27,114,260,33.35,22.58
54,Eddie Lack,CAR,20,1089.85,492,444,48,0.902,2.64,-5.43,37.92,116,97,19,0.836,1.05,1.66,116,100,16,0.862,0.88,-5.28,242,229,13,0.946,0.72,-4.53,30,58,34.13,21.50
55,Sergei Bobrovsky,CBJ,63,3707.0666666667,1854,1727,127,0.931,2.06,33.41,163.45,531,459,72,0.864,1.17,22.58,417,387,30,0.928,0.49,8.55,850,826,24,0.972,0.39,5.74,76,204,33.86,21.76
56,Calvin Pickard,COL,50,2800.2666666667,1461,1321,140,0.904,3.0,-13.59,111.62,344,270,74,0.785,1.59,-12.73,334,292,42,0.874,0.9,-11.12,729,705,24,0.967,0.51,1.51,50,154,37.86,21.64
57,Jack Campbell,L.A,1,20.0,5,5,0,1.000,0.0,0.43,0.36,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,5,5,0,1.000,0.0,0.17,1,0,46.60,-
58,Philipp Grubauer,WSH,24,1264.5666666667,585,542,43,0.926,2.04,7.61,51.46,165,134,31,0.812,1.47,-1.61,136,127,9,0.934,0.43,3.57,259,256,3,0.988,0.14,6.06,33,72,35.28,17.93
59,Louis Domingue,ARI,31,1598.6833333333,888,806,82,0.908,3.08,-5.17,74.38,226,189,37,0.836,1.39,3.25,223,192,31,0.861,1.16,-10.38,411,397,14,0.966,0.53,0.38,23,106,35.28,23.94
60,Petr Mrazek,DET,50,2857.5166666667,1463,1318,145,0.901,3.04,-18.42,120.5,392,319,73,0.814,1.53,-3.18,379,336,43,0.887,0.9,-7.96,646,619,27,0.958,0.57,-4.4,48,124,33.84,25.53
61,Zane McIntyre,BOS,8,332.61666666667,155,133,22,0.858,3.97,-8.59,12.98,46,31,15,0.674,2.71,-6.81,28,24,4,0.857,0.72,-1.41,76,73,3,0.961,0.54,-0.34,8,15,33.89,17.95
62,Frederik Andersen,TOR,66,3799.3333333333,2052,1883,169,0.918,2.67,8.54,177.55,511,425,86,0.832,1.36,5.01,564,512,52,0.908,0.82,0.14,908,877,31,0.966,0.49,0.77,101,174,36.52,23.17
63,Keith Kinkaid,N.J,26,1476.0833333333,779,714,65,0.917,2.64,2.4,64.14,214,171,43,0.799,1.75,-4.88,194,178,16,0.918,0.65,1.94,352,346,6,0.983,0.24,6.32,27,69,35.99,23.43
64,Laurent Brossoit,EDM,8,332.45,153,142,11,0.928,1.99,2.24,13.54,50,43,7,0.860,1.26,1.91,36,33,3,0.917,0.54,0.33,63,62,1,0.984,0.18,1.2,7,16,33.67,21.36
65,Anton Forsberg,CBJ,1,58.583333333333,27,23,4,0.852,4.1,-1.66,2.33,7,4,3,0.571,3.07,-1.75,7,6,1,0.857,1.02,-0.35,13,13,0,1.000,0.0,0.45,4,2,38.63,14.50
66,Magnus Hellberg,NYR,2,78.516666666667,28,26,2,0.929,1.53,0.42,3.1,8,6,2,0.750,1.53,-0.58,5,5,0,1.000,0.0,0.46,14,14,0,1.000,0.0,0.49,0,5,33.93,10.00
67,John Gibson,ANA,52,2950.35,1438,1329,109,0.924,2.22,15.42,130.75,402,333,69,0.828,1.4,2.6,374,356,18,0.952,0.37,16.58,610,590,20,0.967,0.41,1.35,74,150,32.92,21.29
68,Malcolm Subban,BOS,1,30.6,16,13,3,0.813,5.88,-1.62,1.43,4,3,1,0.750,1.96,-0.29,6,5,1,0.833,1.96,-0.45,5,4,1,0.800,1.96,-0.83,1,1,39.19,36.67
69,Andrei Vasilevskiy,T.B,50,2832.3333333333,1480,1357,123,0.917,2.61,5.05,111.5,367,312,55,0.850,1.17,10.37,387,357,30,0.922,0.64,5.78,695,657,38,0.945,0.8,-13.68,87,115,36.33,27.08
70,Matt Murray,PIT,49,2765.8,1449,1338,111,0.923,2.41,14.37,123.3,405,344,61,0.849,1.32,11.13,349,320,29,0.917,0.63,3.26,631,612,19,0.970,0.41,3.08,66,190,34.58,22.31
71,Jon Gillies,CGY,1,60.0,28,27,1,0.964,1.0,1.42,3.02,7,7,0,1.000,0.0,1.25,6,5,1,0.833,1.0,-0.45,15,15,0,1.000,0.0,0.52,0,7,34.14,31.00
72,Chris Driedger,OTT,1,40.0,15,11,4,0.733,6.0,-2.7,1.61,5,4,1,0.800,1.5,-0.11,5,3,2,0.600,3.0,-1.54,5,4,1,0.800,1.5,-0.83,3,2,32.20,34.00
73,Joonas Korpisalo,CBJ,14,790.51666666667,401,363,38,0.905,2.88,-3.31,36.88,106,86,20,0.811,1.52,-1.12,117,110,7,0.940,0.53,3.82,166,156,10,0.940,0.76,-4.19,25,38,34.44,27.55
74,Anthony Stolarz,PHI,7,376.08333333333,181,168,13,0.928,2.07,2.66,15.37,47,37,10,0.787,1.6,-1.63,47,46,1,0.979,0.16,3.35,83,81,2,0.976,0.32,0.9,3,21,34.00,16.00
75,Connor Hellebuyck,WPG,56,3033.5166666667,1573,1427,146,0.907,2.89,-9.9,131.05,364,292,72,0.802,1.42,-7.17,402,360,42,0.896,0.83,-4.84,745,714,31,0.958,0.61,-4.93,63,147,35.82,23.13
76,Marek Langhamer,ARI,1,15.516666666667,8,7,1,0.875,3.87,-0.31,0.59,2,2,0,1.000,0.0,0.36,0,0,0,-,0.0,0.0,4,3,1,0.750,3.87,-0.86,0,1,72.00,44.00
77,Marek Mazanec,NSH,4,177.58333333333,87,73,14,0.839,4.73,-6.47,7.5,25,16,9,0.640,3.04,-4.55,24,20,4,0.833,1.35,-1.78,34,33,1,0.971,0.34,0.19,6,6,37.54,19.36
78,Linus Ullmark,BUF,1,58.733333333333,36,33,3,0.917,3.06,0.11,3.11,11,9,2,0.818,2.04,-0.04,11,11,0,1.000,0.0,1.02,14,13,1,0.929,1.02,-0.51,2,5,33.58,19.00
79,Aaron Dell,S.J,20,1110.55,533,496,37,0.931,2.0,9.12,47.28,140,114,26,0.814,1.4,-1.06,123,117,6,0.951,0.32,5.37,251,246,5,0.980,0.27,3.78,32,70,35.88,18.76
80,Andrew Hammond,OTT,6,205.65,86,72,14,0.837,4.08,-6.56,8.93,30,25,5,0.833,1.46,0.34,20,14,6,0.700,1.75,-4.15,35,32,3,0.914,0.88,-1.78,2,5,33.77,28.14
81,Jared Coreau,DET,14,712.26666666667,363,322,41,0.887,3.45,-9.59,32.25,92,72,20,0.783,1.68,-3.61,106,93,13,0.877,1.1,-3.2,150,143,7,0.953,0.59,-1.75,19,34,35.39,27.59
82,Mike Condon,"OTT, PIT",41,2324.4166666667,1122,1026,96,0.914,2.48,1.08,96.01,283,235,48,0.830,1.24,2.4,298,272,26,0.913,0.67,1.55,504,483,21,0.958,0.54,-3.36,59,119,35.92,25.52
83,Antti Raanta,NYR,30,1617.3333333333,782,721,61,0.922,2.26,6.66,67.45,225,190,35,0.844,1.3,5.07,211,194,17,0.919,0.63,2.51,322,313,9,0.972,0.33,2.27,26,71,33.05,19.95
84,Antoine Bibeau,TOR,2,120.65,55,51,4,0.927,1.99,0.76,4.55,11,10,1,0.909,0.5,0.96,16,13,3,0.813,1.49,-1.52,26,26,0,1.000,0.0,0.91,8,1,41.31,21.00
85,Kristers Gudlevskis,T.B,1,11.45,3,3,0,1.000,0.0,0.26,0.28,0,0,0,-,0.0,0.0,2,2,0,1.000,0.0,0.18,1,1,0,1.000,0.0,0.03,0,0,27.00,-
86,Juuse Saros,NSH,21,1199.9166666667,614,567,47,0.923,2.35,6.12,52.67,158,130,28,0.823,1.4,0.14,142,130,12,0.915,0.6,1.13,298,291,7,0.977,0.35,3.43,28,47,34.83,21.30
87,Tristan Jarry,PIT,1,58.75,25,22,3,0.880,3.06,-0.84,2.55,9,8,1,0.889,1.02,0.6,5,4,1,0.800,1.02,-0.54,11,10,1,0.909,1.02,-0.62,0,0,30.44,35.00
88,Eric Comrie,WPG,1,59.3,39,35,4,0.897,4.05,-0.63,3.81,13,10,3,0.769,3.04,-0.68,10,10,0,1.000,0.0,0.92,14,13,1,0.929,1.01,-0.51,2,5,35.41,14.50
89,Spencer Martin,COL,3,179.43333333333,96,83,13,0.865,4.35,-4.69,8.47,31,23,8,0.742,2.68,-2.48,20,18,2,0.900,0.67,-0.15,44,41,3,0.932,1.0,-1.46,0,10,35.99,30.69
90,Pheonix Copley,STL,1,58.933333333333,29,24,5,0.828,5.09,-2.49,3.21,13,10,3,0.769,3.05,-0.68,8,7,1,0.875,1.02,-0.26,6,5,1,0.833,1.02,-0.79,1,4,29.72,15.60
91,Alex Nedeljkovic,CAR,1,29.95,17,17,0,1.000,0.0,1.47,1.43,3,3,0,1.000,0.0,0.53,4,4,0,1.000,0.0,0.37,9,9,0,1.000,0.0,0.31,0,1,38.35,-
92,Jorge Alves,CAR,1,0.13333333333333,0,0,0,-,0.0,0.0,0.0,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,0,0,-,-
93,Charlie Lindgren,MTL,2,121.7,59,56,3,0.949,1.48,2.1,4.72,16,15,1,0.938,0.49,1.85,15,15,0,1.000,0.0,1.39,25,23,2,0.920,0.99,-1.13,3,2,33.12,18.67
94,David Rittich,CGY,1,20.0,10,9,1,0.900,3.0,-0.13,0.98,4,3,1,0.750,3.0,-0.29,2,2,0,1.000,0.0,0.18,4,4,0,1.000,0.0,0.14,0,1,33.70,14.00
