Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points
5,8479353.0,Brett Howden,C,VGK,25,72,8,11,19
5,8475164.0,Jakob Silfverberg,R,ANA,33,81,7,12,19
5,8476889.0,Radek Faksa,C,DAL,29,74,7,12,19
5,8473504.0,Cal Clutterbuck,R,NYI,36,82,7,12,19
5,8475855.0,Jesper Fast,R,CAR,32,73,6,13,19
5,8477380.0,Jonny Brodzinski,C,NYR,30,57,6,13,19
5,8471699.0,Andrew Cogliano,C,COL,36,75,6,13,19
5,8477506.0,Ryan Pulock,D,NYI,29,58,5,14,19
5,8480172.0,Jan Rutta,D,SJS,33,69,5,14,19
5,8482073.0,Braden Schneider,D,NYR,22,82,5,14,19
5,8478432.0,Christian Fischer,R,DET,26,79,5,14,19
5,8479410.0,Mikhail Sergachev,D,TBL,25,34,2,17,19
5,8475690.0,Chris Tanev,D,CGY,34,75,2,17,19
5,8480878.0,Nils Lundkvist,D,DAL,23,59,2,17,19
5,8479316.0,Luke Kunin,C,SJS,26,77,11,7,18
5,8480289.0,Morgan Barron,C,WPG,25,80,11,7,18
5,8476374.0,Sean Kuraly,C,CBJ,30,62,9,9,18
5,8480448.0,Parker Kelly,L,OTT,24,80,8,10,18
5,8478434.0,Keegan Kolesar,R,VGK,26,79,8,10,18
5,8475462.0,Radko Gudas,D,ANA,33,66,6,12,18
5,8480220.0,Noah Cates,L,PHI,24,59,6,12,18
5,8476457.0,Adam Larsson,D,SEA,31,81,4,14,18
5,8477932.0,Aaron Ekblad,D,FLA,27,51,4,14,18
5,8477365.0,Connor Clifton,D,BUF,28,79,4,14,18
5,8476874.0,Olli Maatta,D,DET,29,72,4,14,18
5,8479398.0,Samuel Girard,D,COL,25,59,3,15,18
5,8479998.0,Mikey Anderson,D,LAK,24,74,2,16,18
5,8480049.0,Dylan Samberg,D,WPG,24,78,1,17,18
5,8478508.0,Yakov Trenin,C,NSH,26,76,12,5,17
5,8477903.0,Garnet Hathaway,R,PHI,32,82,7,10,17
5,8480995.0,Pontus Holmberg,R,TOR,24,54,7,10,17
5,8479315.0,Joey Anderson,R,CHI,25,55,5,12,17
5,8478463.0,Anthony Beauvillier,L,CHI,26,60,5,12,17
5,8474166.0,Alec Martinez,D,VGK,36,55,4,13,17
5,8481522.0,Peyton Krebs,C,BUF,22,80,4,13,17
5,8478859.0,Niko Mikkola,D,FLA,27,82,3,14,17
5,8479324.0,Ryan Lindgren,D,NYR,25,76,3,14,17
5,8481605.0,Jackson LaCombe,D,ANA,22,71,2,15,17
5,8479976.0,Juuso Valimaki,D,ARI,25,68,2,15,17
5,8470600.0,Ryan Suter,D,DAL,38,82,2,15,17
5,8480884.0,Calen Addison,D,SJS,23,72,1,16,17
5,8475842.0,Sam Carrick,C,ANA,31,77,10,6,16
5,8479977.0,Kailer Yamamoto,R,SEA,25,59,8,8,16
5,8473453.0,Trevor Lewis,C,LAK,36,82,8,8,16
5,8480205.0,Emil Bemstrom,R,CBJ,24,56,8,8,16
5,8479293.0,Brandon Tanev,L,SEA,32,66,7,9,16
5,8477444.0,Andre Burakovsky,L,SEA,28,49,7,9,16
5,8475208.0,Brian Dumoulin,D,SEA,32,80,6,10,16
5,8482660.0,Kent Johnson,C,CBJ,21,42,6,10,16
5,8477979.0,Nicolas Aube-Kubel,R,WSH,27,60,6,10,16
5,8476462.0,Dougie Hamilton,D,NJD,30,20,5,11,16
5,8482117.0,Lukas Reichel,L,CHI,21,65,5,11,16
5,8474034.0,Pat Maroon,L,MIN,35,51,4,12,16
5,8480796.0,Martin Fehervary,D,WSH,24,66,3,13,16
5,8476967.0,Brett Kulak,D,EDM,29,82,3,13,16
5,8471677.0,Jack Johnson,D,COL,36,80,3,13,16
5,8481568.0,Alex Vlasic,D,CHI,22,76,2,14,16
5,8476917.0,Adam Pelech,D,NYI,29,58,1,15,16
5,8479423.0,Alex Nylander,L,PIT,25,28,11,4,15
5,8478831.0,Kevin Stenlund,C,FLA,27,81,11,4,15
5,8470604.0,Jeff Carter,C,PIT,38,72,11,4,15
5,8477330.0,Dominik Kubalik,L,OTT,28,74,11,4,15
5,8476873.0,Mark Jankowski,C,NSH,29,32,7,8,15
5,8476393.0,Nick Cousins,C,FLA,30,69,7,8,15
5,8481560.0,Arthur Kaliyev,R,LAK,22,51,7,8,15
5,8481481.0,Blake Lizotte,C,LAK,26,62,7,8,15
5,8478109.0,Victor Olofsson,L,BUF,28,51,7,8,15
5,8481533.0,Trevor Zegras,C,ANA,22,31,6,9,15
5,8478042.0,Viktor Arvidsson,R,LAK,30,18,6,9,15
5,8474090.0,Brendan Smith,D,NJD,34,63,5,10,15
5,8477919.0,Frederick Gaudreau,C,MIN,30,67,5,10,15
5,8479368.0,Max Jones,L,ANA,25,52,5,10,15
5,8477839.0,Conor Sheary,L,TBL,31,57,4,11,15
5,8476467.0,Jamie Oleksiak,D,SEA,31,82,2,13,15
5,8475197.0,Tyson Barrie,D,NSH,32,41,1,14,15
5,8476878.0,Zemgus Girgensons,L,BUF,29,63,8,6,14
5,8480011.0,Klim Kostin,C,DET,24,52,8,6,14
5,8479661.0,Tanner Jeannot,L,TBL,26,55,7,7,14
5,8478468.0,Jeremy Lauzon,D,NSH,26,79,6,8,14
5,8480003.0,Jesper Boqvist,C,BOS,25,47,6,8,14
5,8479390.0,Taylor Raddysh,R,CHI,25,73,5,9,14
5,8477070.0,Liam O'Brien,C,ARI,29,75,5,9,14
5,8478443.0,Brandon Carlo,D,BOS,27,76,4,10,14
5,8480879.0,Jacob Bernard-Docker,D,OTT,23,72,4,10,14
5,8477392.0,Hudson Fasching,R,NYI,28,45,4,10,14
5,8477435.0,Ryan Graves,D,PIT,28,70,3,11,14
5,8474567.0,Zach Bogosian,D,MIN,33,65,3,11,14
5,8480887.0,Jordan Harris,D,MTL,23,56,3,11,14
5,8480727.0,Zach Whitecloud,D,VGK,27,61,2,12,14
5,8477220.0,Nate Schmidt,D,WPG,32,63,2,12,14
5,8475324.0,Nick Jensen,D,WSH,33,78,1,13,14
5,8480001.0,Urho Vaakanainen,D,ANA,24,68,1,13,14
5,8477845.0,Trevor van Riemsdyk,D,WSH,32,70,0,14,14
5,8482111.0,Justin Barron,D,MTL,22,48,7,6,13
5,8479383.0,Boris Katchouk,L,CHI,25,59,7,6,13
5,8477573.0,Nathan Walker,L,STL,29,45,7,6,13
5,8480192.0,Johnathan Kovacevic,D,MTL,26,62,6,7,13
5,8479996.0,Cody Glass,C,NSH,24,41,6,7,13
5,8481477.0,Nico Sturm,C,SJS,28,63,5,8,13
5,8476871.0,Tanner Pearson,L,MTL,31,54,5,8,13
5,8479520.0,Brandon Duhaime,R,MIN,26,80,5,8,13
5,8479402.0,Jake Bean,D,CBJ,25,72,4,9,13
5,8482222.0,Alexander Barabanov,L,SJS,29,46,4,9,13
5,8477488.0,Brett Pesce,D,CAR,29,70,3,10,13
5,8479371.0,Dante Fabbro,D,NSH,25,56,3,10,13
5,8478416.0,Erik Cernak,D,TBL,26,69,2,11,13
5,8476372.0,Nick Seeler,D,PHI,30,71,1,12,13
5,8481704.0,Juuso Parssinen,C,NSH,22,44,8,4,12
5,8476278.0,Colin Blackwell,C,CHI,30,44,8,4,12
5,8479336.0,Carl Grundstrom,R,LAK,26,50,8,4,12
5,8471709.0,Marc-Edouard Vlasic,D,SJS,36,57,6,6,12
5,8479393.0,Noah Gregor,C,TOR,25,63,6,6,12
5,8478421.0,A.J. Greer,L,CGY,27,59,6,6,12
5,8479671.0,Mathieu Olivier,R,CBJ,26,54,5,7,12
5,8477846.0,Ryan Carpenter,C,SJS,32,62,5,7,12
5,8478585.0,Derek Ryan,C,EDM,37,70,5,7,12
5,8479414.0,Nathan Bastian,R,NJD,26,54,5,7,12
5,8477015.0,Connor Brown,R,EDM,29,71,4,8,12
5,8476624.0,Barclay Goodrow,C,NYR,30,80,4,8,12
5,8477406.0,Mattias Janmark,C,EDM,31,71,4,8,12
5,8476919.0,Chris Tierney,C,NJD,29,52,4,8,12
5,8479543.0,Michael Pezzetta,L,MTL,25,61,3,9,12
5,8475825.0,Jani Hakanpää,D,DAL,31,64,2,10,12
5,8479980.0,Nicolas Hague,D,VGK,25,73,2,10,12
5,8476822.0,Luke Glendening,C,TBL,34,81,10,1,11
5,8482133.0,Thomas Bordeleau,C,SJS,21,27,6,5,11
5,8480806.0,Isac Lundestrom,C,ANA,24,46,5,6,11
5,8480025.0,MacKenzie Entwistle,R,CHI,24,67,5,6,11
5,8475750.0,Jon Merrill,D,MIN,31,65,4,7,11
5,8481567.0,Henry Thrun,D,SJS,22,51,3,8,11
5,8477950.0,Tony DeAngelo,D,CAR,28,31,3,8,11
5,8474013.0,Ian Cole,D,VAN,34,78,2,9,11
5,8476891.0,Matt Grzelcyk,D,BOS,29,63,2,9,11
5,8480058.0,Pierre-Olivier Joseph,D,PIT,24,52,2,9,11
5,8480860.0,Kevin Bahl,D,NJD,23,82,1,10,11
5,8479576.0,Vincent Desharnais,D,EDM,27,78,1,10,11
5,8470610.0,Zach Parise,L,COL,39,30,5,5,10
5,8476858.0,Phillip Di Giuseppe,L,VAN,30,51,5,5,10
5,8474040.0,Sam Gagner,C,EDM,34,28,5,5,10
5,8480355.0,Mark Kastelic,C,OTT,24,63,5,5,10
5,8482142.0,Jamie Drysdale,D,PHI,21,34,3,7,10
5,8480849.0,Barrett Hayton,C,ARI,23,33,3,7,10
5,8475177.0,Calvin de Haan,D,TBL,32,59,3,7,10
5,8482964.0,Arber Xhekaj,D,MTL,22,44,3,7,10
5,8477384.0,Josh Brown,D,ARI,29,51,3,7,10
5,8480184.0,Gustav Lindström,D,ANA,25,46,3,7,10
5,8480762.0,Eric Robinson,L,BUF,28,47,3,7,10
5,8477018.0,Ben Hutton,D,VGK,30,41,2,8,10
5,8481093.0,Rafael Harvey-Pinard,L,MTL,24,45,2,8,10
5,8480880.0,Jakub Lauko,C,BOS,23,60,2,8,10
5,8480871.0,Adam Boqvist,D,CBJ,23,35,1,9,10
5,8479369.0,Andrew Peeke,D,CBJ,25,38,1,9,10
5,8479982.0,Conor Timmins,D,TOR,25,25,1,9,10
5,8483460.0,David Jiricek,D,CBJ,20,43,1,9,10
5,8477971.0,Andreas Englund,D,LAK,27,82,1,9,10
5,8471274.0,Alex Goligoski,D,MIN,38,36,0,10,10
5,8479439.0,Jacob MacDonald,D,SJS,30,34,7,2,9
5,8479339.0,Patrik Laine,L,CBJ,25,18,6,3,9
5,8477353.0,Tyler Motte,C,TBL,28,69,6,3,9
5,8482077.0,Dylan Holloway,L,EDM,22,38,6,3,9
5,8479718.0,Alex Barré-Boulet,C,TBL,26,36,6,3,9
5,8477989.0,Christian Dvorak,C,MTL,27,30,5,4,9
5,8479328.0,Julien Gauthier,R,NYI,26,27,5,4,9
5,8479968.0,Vinni Lettieri,C,MIN,28,46,5,4,9
5,8476525.0,Colin Miller,D,NJD,31,46,4,5,9
5,8470966.0,Mark Giordano,D,TOR,40,46,3,6,9
5,8482679.0,Matt Coronato,R,CGY,21,34,3,6,9
5,8480008.0,Adam Ruzicka,C,ARI,24,42,3,6,9
5,8481641.0,Joel Kiviranta,L,COL,27,56,3,6,9
5,8478028.0,Fredrik Olofsson,L,COL,27,57,3,6,9
5,8480222.0,Sebastian Aho,D,NYI,27,58,2,7,9
5,8481708.0,Zac Jones,D,NYR,23,31,2,7,9
5,8476960.0,Andreas Athanasiou,C,CHI,29,28,2,7,9
5,8480848.0,Ty Dellandrea,C,DAL,23,42,2,7,9
5,8478099.0,Kevin Labanc,R,SJS,28,46,2,7,9
5,8478399.0,Jonas Siegenthaler,D,NJD,26,57,1,8,9
5,8481527.0,Kaedan Korczak,D,VGK,22,26,1,8,9
5,8481537.0,Nikita Okhotiuk,D,SJS,23,52,1,8,9
5,8475797.0,Jarred Tinordi,D,CHI,31,52,0,9,9
5,8479372.0,Josh Mahura,D,FLA,25,30,0,9,9
5,8477478.0,William Carrier,L,VGK,29,39,6,2,8
5,8480252.0,Cole Guttman,C,CHI,24,27,4,4,8
5,8481058.0,Jesse Ylönen,R,MTL,24,59,4,4,8
5,8474709.0,Matt Martin,L,NYI,34,57,4,4,8
5,8477541.0,Dakota Mermis,D,MIN,29,47,3,5,8
5,8478211.0,Dryden Hunt,L,CGY,28,28,3,5,8
5,8476473.0,Connor Murphy,D,CHI,30,46,2,6,8
5,8477335.0,Kyle Burroughs,D,SJS,28,73,2,6,8
5,8474618.0,Marco Scandella,D,STL,33,65,2,6,8
5,8476329.0,Travis Boyd,C,ARI,30,16,2,6,8
5,8480196.0,Jacob Bryson,D,BUF,26,36,1,7,8
5,8478450.0,Parker Wotherspoon,D,BOS,26,41,0,8,8
5,8480950.0,Ilya Lyubushkin,D,ANA,29,74,0,8,8
5,8479066.0,Ryan Lomberg,L,FLA,29,75,5,2,7
5,8478569.0,Noel Acciari,C,PIT,32,55,4,3,7
5,8477930.0,Pierre-Edouard Bellemare,L,SEA,38,40,4,3,7
5,8482241.0,Radim Zohorna,L,PIT,27,33,4,3,7
5,8482624.0,Daniil Miromanov,D,VGK,26,24,3,4,7
5,8479346.0,Dillon Dube,C,CGY,25,43,3,4,7
5,8482496.0,Nils Aman,C,VAN,23,43,3,4,7
5,8481019.0,David Gustafsson,C,WPG,23,39,3,4,7
5,8478408.0,Travis Dermott,D,ARI,27,50,2,5,7
5,8479458.0,Nikita Zaitsev,D,CHI,32,38,2,5,7
5,8481167.0,Brayden Pachal,D,CGY,24,50,2,5,7
5,8480084.0,Nick DeSimone,D,NJD,29,34,2,5,7
5,8482652.0,Walker Duehr,R,CGY,26,40,2,5,7
5,8480807.0,Mattias Samuelsson,D,BUF,23,41,1,6,7
5,8479442.0,Troy Stecher,D,ARI,29,54,1,6,7
5,8482516.0,Matthew Kessel,D,STL,23,39,1,6,7
5,8474568.0,Luke Schenn,D,NSH,34,63,1,6,7
5,8478454.0,Noah Juulsen,D,VAN,26,54,1,6,7
5,8478502.0,Dennis Gilbert,D,CGY,27,34,1,6,7
5,8478104.0,Sammy Blais,L,STL,27,53,1,6,7
5,8482176.0,Wyatt Kaiser,D,CHI,21,32,0,7,7
5,8473446.0,Erik Johnson,D,BUF,35,67,5,1,6
5,8471817.0,Ryan Reaves,R,TOR,36,49,4,2,6
5,8479370.0,Tyson Jost,C,BUF,25,43,3,3,6
5,8477369.0,Carson Soucy,D,VAN,29,40,2,4,6
5,8474612.0,Travis Hamonic,D,OTT,33,48,2,4,6
5,8482730.0,Brandt Clarke,D,LAK,20,16,2,4,6
5,8477944.0,Jakub Vrana,L,STL,27,21,2,4,6
5,8477931.0,Tomas Nosek,L,NJD,31,36,2,4,6
5,8480789.0,Oliver Wahlstrom,R,NYI,23,32,2,4,6
5,8481013.0,Jonatan Berggren,R,DET,23,12,2,4,6
5,8476441.0,Joel Edmundson,D,WSH,30,53,1,5,6
5,8482192.0,Isaak Phillips,D,CHI,22,33,0,6,6
5,8480078.0,Filip Chytil,C,NYR,24,10,0,6,6
5,8483524.0,Shane Wright,C,SEA,19,8,4,1,5
5,8477962.0,Brendan Lemieux,L,CAR,27,32,3,2,5
5,8481541.0,Samuel Bolduc,D,NYI,23,34,2,3,5
5,8481147.0,Reese Johnson,C,CHI,25,42,2,3,5
5,8481422.0,Jacob Lucchini,C,MIN,28,40,2,3,5
5,8479536.0,Axel Jonsson-Fjallby,L,WPG,25,26,2,3,5
5,8481122.0,Simon Benoit,D,TOR,25,64,1,4,5
5,8477938.0,Haydn Fleury,D,TBL,27,24,1,4,5
5,8477810.0,Joel Hanley,D,DAL,32,42,1,4,5
5,8471686.0,Marc Staal,D,PHI,36,35,1,4,5
5,8474009.0,Nick Bonino,C,NYR,35,45,1,4,5
5,8476952.0,Dominic Toninato,C,WPG,29,15,1,4,5
5,8479547.0,Matthew Phillips,R,PIT,25,31,1,4,5
5,8480245.0,Olle Lycksell,R,PHI,24,18,1,4,5
5,8474716.0,Jared Spurgeon,D,MIN,34,16,0,5,5
5,8475906.0,John Klingberg,D,TOR,31,14,0,5,5
5,8476429.0,Scott Mayfield,D,NYI,31,41,0,5,5
5,8475718.0,Justin Holl,D,DET,31,38,0,5,5
5,8478452.0,Caleb Jones,D,COL,26,25,0,5,5
5,8479291.0,Kevin Rooney,C,CGY,30,33,3,1,4
5,8479344.0,Jesse Puljujarvi,R,PIT,25,22,3,1,4
5,8478051.0,Max Willman,C,NJD,28,18,3,1,4
5,8475791.0,Taylor Hall,L,CHI,32,10,2,2,4
5,8481056.0,Spencer Stastney,D,NSH,23,20,2,2,4
5,8476867.0,Brendan Gaunce,C,CBJ,29,24,2,2,4
5,8479981.0,Jonah Gadjovich,L,FLA,25,39,2,2,4
5,8475766.0,Austin Watson,L,TBL,31,33,2,2,4
5,8477499.0,Rasmus Ristolainen,D,PHI,29,31,1,3,4
5,8478451.0,Ethan Bear,D,WSH,26,24,1,3,4
5,8481609.0,Vladislav Kolyachonok,D,ARI,22,5,1,3,4
5,8477244.0,Chad Ruhwedel,D,PIT,33,52,1,3,4
5,8476442.0,Matt Nieto,L,PIT,31,22,1,3,4
5,8479994.0,Jaret Anderson-Dolan,C,LAK,24,31,1,3,4
5,8475752.0,Tyler Pitlick,C,NYR,32,34,1,3,4
5,8481532.0,Alex Turcotte,C,LAK,22,20,1,3,4
5,8477527.0,Ross Johnston,L,ANA,29,68,1,3,4
5,8475235.0,Nicolas Deslauriers,L,PHI,32,60,1,3,4
5,8476913.0,Devin Shore,C,SEA,29,21,1,3,4
5,8479379.0,Givani Smith,R,SJS,25,36,1,3,4
5,8475762.0,Derek Forbort,D,BOS,31,35,0,4,4
5,8478424.0,Jansen Harkins,C,PIT,26,45,0,4,4
5,8480441.0,Trey Fix-Wolansky,R,CBJ,24,11,2,1,3
5,8478078.0,Rourke Chartier,C,OTT,27,37,2,1,3
5,8480776.0,Sheldon Rempal,R,VGK,28,9,2,1,3
5,8480468.0,James Hamblin,L,EDM,24,31,2,1,3
5,8479772.0,Zack MacEwen,R,OTT,27,30,2,1,3
5,8477073.0,Kurtis MacDermid,D,COL,29,45,2,1,3
5,8480823.0,Alexander Alexeyev,D,WSH,24,39,1,2,3
5,8480007.0,Jonas Rondbjerg,R,VGK,24,20,1,2,3
5,8476934.0,Brock McGinn,L,ANA,29,24,1,2,3
5,8478409.0,Anthony Richard,C,BOS,27,9,1,2,3
5,8483570.0,Ben Meyers,C,COL,25,23,1,2,3
5,8476994.0,Vinnie Hinostroza,C,PIT,29,14,1,2,3
5,8481592.0,Jakob Pelletier,L,CGY,22,13,1,2,3
5,8478904.0,Steven Lorentz,C,FLA,27,38,1,2,3
5,8479972.0,Mason Shaw,C,MIN,25,20,1,2,3
5,8480853.0,Liam Foudy,C,NSH,23,13,0,3,3
5,8482762.0,Simon Edvinsson,D,DET,20,16,1,1,2
5,8482101.0,Danil Gushchin,L,SJS,21,4,1,1,2
5,8479378.0,Logan Stanley,D,WPG,25,25,1,1,2
5,8481006.0,Tyler Tucker,D,STL,23,26,1,1,2
5,8478495.0,Denis Gurianov,R,NSH,26,18,1,1,2
5,8479362.0,Riley Tufte,L,COL,25,5,1,1,2
5,8480292.0,Carson Meyer,R,CBJ,26,14,1,1,2
5,8477454.0,Adam Erne,L,EDM,28,24,1,1,2
5,8475780.0,Chris Wagner,R,BOS,32,13,1,1,2
5,8476988.0,Matt Benning,D,SJS,29,14,0,2,2
5,8477034.0,Jaycob Megna,D,CHI,31,44,0,2,2
5,8481521.0,Ronnie Attard,D,PHI,24,12,0,2,2
5,8480070.0,Ian Mitchell,D,BOS,24,13,0,2,2
5,8477851.0,Jordan Oesterle,D,CGY,31,22,0,2,2
5,8481161.0,Jake Christiansen,D,CBJ,24,12,0,2,2
5,8482451.0,Mikael Pyyhtia,L,CBJ,22,17,0,2,2
5,8473473.0,Milan Lucic,L,BOS,35,4,0,2,2
5,8480870.0,Bo Groulx,C,ANA,23,45,0,2,2
5,8481598.0,Philip Broberg,D,EDM,22,12,0,2,2
5,8477464.0,Nic Petan,C,MIN,28,6,0,2,2
5,8481617.0,Vasily Podkolzin,R,VAN,22,19,0,2,2
5,8481751.0,Lukas Rousek,R,BUF,24,15,0,2,2
5,8481550.0,Adam Beckman,L,MIN,22,11,0,2,2
5,8481523.0,Kirby Dach,C,MTL,22,2,0,2,2
5,8481543.0,Nikita Alexandrov,C,STL,23,23,0,2,2
5,8478146.0,Matthew Highmore,C,OTT,27,7,0,2,2
5,8481043.0,Cole Koepke,L,TBL,25,9,0,2,2
5,8483565.0,Nick Blankenburg,D,CBJ,25,12,1,0,1
5,8483397.0,Marc McLaughlin,C,BOS,24,1,1,0,1
5,8480874.0,Adam Ginning,D,PHI,23,9,1,0,1
5,8481754.0,Nikita Nesterenko,C,ANA,22,3,1,0,1
5,8480021.0,Jack Studnicka,C,SJS,24,22,1,0,1
5,8481518.0,Nolan Foote,L,NJD,23,4,1,0,1
5,8479421.0,Jacob Moverare,D,LAK,25,24,1,0,1
5,8481239.0,Samuel Fagemo,L,LAK,23,8,1,0,1
5,8479546.0,Oskar Steen,C,BOS,25,34,1,0,1
5,8480836.0,Jonathan Gruden,C,PIT,23,13,1,0,1
5,8481077.0,John Leonard,L,NSH,25,6,1,0,1
5,8482147.0,Jean-Luc Foudy,C,COL,21,4,1,0,1
5,8474053.0,Logan Couture,C,SJS,34,6,0,1,1
5,8481812.0,Nikolai Knyzhov,D,SJS,26,10,0,1,1
5,8479984.0,Cal Foote,D,NJD,25,4,0,1,1
5,8479321.0,Lucas Johansen,D,WSH,26,6,0,1,1
5,8473563.0,Nicklas Backstrom,C,WSH,36,8,0,1,1
5,8479320.0,Max Lajoie,D,TOR,26,7,0,1,1
5,8482095.0,Tyler Kleven,D,OTT,21,9,0,1,1
5,8480157.0,Calle Rosen,D,STL,29,6,0,1,1
5,8480031.0,Max Comtois,L,ANA,24,1,0,1,1
5,8478017.0,Mark Friedman,D,VAN,28,23,0,1,1
5,8479348.0,Kale Clague,D,BUF,25,3,0,1,1
5,8475278.0,Byron Froese,C,VGK,32,16,0,1,1
5,8475795.0,Dylan McIlrath,D,WSH,31,3,0,1,1
5,8480845.0,Rasmus Kupari,C,WPG,23,28,0,1,1
5,8480890.0,Jan Jenik,R,ARI,23,5,0,1,1
5,8477887.0,Patrick Brown,C,BOS,31,11,0,1,1
5,8478512.0,Austin Czarnik,C,DET,31,34,0,1,1
5,8479367.0,William Lockwood,R,FLA,25,26,0,1,1
5,8483597.0,Milos Kelemen,L,ARI,24,10,0,1,1
5,8477126.0,Jayson Megna,C,ANA,33,1,0,0,0
5,8479639.0,Dylan Coghlan,D,CAR,25,1,0,0,0
5,8482067.0,Connor Mackey,D,NYR,27,1,0,0,0
5,8476856.0,Matt Dumba,D,ARI,29,0,0,0,0
5,8478483.0,Mitchell Marner,R,TOR,26,0,0,0,0
5,8471873.0,Anton Stralman,D,BOS,37,0,0,0,0
5,8474162.0,Jake Muzzin,D,TOR,34,0,0,0,0
5,8470638.0,Patrice Bergeron,C,BOS,38,0,0,0,0
5,8473604.0,Jonathan Toews,C,CHI,35,0,0,0,0
5,8471276.0,David Krejci,C,BOS,37,0,0,0,0
5,8474207.0,Nick Holden,D,OTT,36,0,0,0,0
5,8475747.0,Patrik Nemeth,D,ARI,31,0,0,0,0
5,8477467.0,Gustav Olofsson,D,SEA,29,1,0,0,0
5,8479514.0,Rem Pitlick,C,CHI,26,9,0,0,0
5,8474027.0,Justin Braun,D,PHI,36,0,0,0,0
5,8481599.0,Victor Soderstrom,D,ARI,22,3,0,0,0
5,8474161.0,Jakub Voracek,R,CBJ,34,0,0,0,0
5,8479985.0,Cale Fleury,D,SEA,25,1,0,0,0
5,8471303.0,Alexander Edler,D,LAK,37,0,0,0,0
5,8474573.0,Josh Bailey,R,NYI,34,0,0,0,0
5,8483619.0,Filip Roos,D,CHI,24,4,0,0,0
5,8474818.0,Jordie Benn,D,TOR,36,0,0,0,0
5,8476449.0,Scott Harrington,D,ANA,30,0,0,0,0
5,8483620.0,Marcus Bjork,D,CBJ,26,0,0,0,0
5,8470595.0,Eric Staal,C,FLA,39,0,0,0,0
5,8481585.0,Egor Afanasyev,L,NSH,22,2,0,0,0
5,8482712.0,Oskar Olausson,R,COL,21,1,0,0,0
5,8481072.0,Tim Berni,D,CBJ,23,0,0,0,0
5,8479945.0,Gavin Bayreuther,D,CBJ,29,0,0,0,0
5,8481600.0,Tobias Bjornfot,D,VGK,22,4,0,0,0
5,8481679.0,Maxence Guenette,D,OTT,22,7,0,0,0
5,8474683.0,Derek Grant,C,ANA,33,0,0,0,0
5,8476470.0,Nathan Beaulieu,D,ANA,31,0,0,0,0
5,8474145.0,Robert Bortuzzo,D,NYI,34,27,0,0,0
5,8480216.0,Jacob Peterson,C,SJS,24,6,0,0,0
5,8473548.0,Phil Kessel,R,VGK,36,0,0,0,0
5,8480160.0,Radim Simek,D,SJS,31,0,0,0,0
5,8480883.0,Ty Smith,D,PIT,23,0,0,0,0
5,8471669.0,Paul Stastny,C,CAR,38,0,0,0,0
5,8475227.0,Chris Wideman,D,MTL,33,0,0,0,0
5,8480913.0,Jordan Gross,D,NSH,28,0,0,0,0
5,8475625.0,Matt Irwin,D,WSH,36,0,0,0,0
5,8479388.0,Riley Stillman,D,BUF,25,0,0,0,0
5,8474628.0,Michael Stone,D,CGY,33,0,0,0,0
5,8484254.0,Akito Hirose,D,VAN,24,3,0,0,0
5,8477941.0,Nick Ritchie,L,CGY,28,0,0,0,0
5,8477462.0,Robert Hagg,D,ANA,28,5,0,0,0
5,8478062.0,Dysin Mayo,D,ARI,27,0,0,0,0
5,8482634.0,Alex Steeves,C,TOR,24,1,0,0,0
5,8477433.0,Ben Harpur,D,NYR,28,0,0,0,0
5,8478841.0,Colton White,D,ANA,26,0,0,0,0
5,8473544.0,Derick Brassard,C,OTT,36,0,0,0,0
5,8476884.0,Derrick Pouliot,D,SJS,29,5,0,0,0
5,8479376.0,Victor Mete,D,PHI,25,1,0,0,0
5,8483630.0,Pavol Regenda,L,ANA,24,5,0,0,0
5,8479026.0,Philippe Myers,D,TBL,26,5,0,0,0
5,8477482.0,Zach Sanford,L,CHI,29,0,0,0,0
5,8477359.0,Tucker Poolman,D,VAN,30,0,0,0,0
5,8475857.0,Kevin Gravel,D,NSH,31,0,0,0,0
5,8476779.0,Brad Hunt,D,COL,35,0,0,0,0
5,8476850.0,Ryan Murray,D,EDM,30,0,0,0,0
5,8477341.0,Andreas Johnsson,L,SJS,29,0,0,0,0
5,8474218.0,Jason Demers,D,EDM,35,0,0,0,0
5,8480844.0,Grigori Denisenko,L,VGK,23,6,0,0,0
5,8484287.0,Cole McWard,D,VAN,22,1,0,0,0
5,8479322.0,Wade Allison,R,PHI,26,0,0,0,0
5,8478846.0,Christian Wolanin,D,VAN,28,0,0,0,0
5,8471887.0,Patric Hornqvist,R,FLA,36,0,0,0,0
5,8475163.0,Alex Chiasson,R,DET,33,0,0,0,0
5,8478881.0,Brett Seney,L,CHI,27,4,0,0,0
5,8474697.0,Mark Borowiecki,D,NSH,34,0,0,0,0
5,8476410.0,Josh Leivo,L,STL,30,0,0,0,0
5,8475968.0,Alex Belzile,R,MTL,32,0,0,0,0
5,8479580.0,Dylan Gambrell,C,OTT,27,0,0,0,0
5,8480901.0,Karson Kuhlman,C,WPG,28,0,0,0,0
5,8480326.0,Sheldon Dries,C,VAN,29,0,0,0,0
5,8478465.0,Guillaume Brisebois,D,VAN,26,0,0,0,0
5,8482861.0,Vincent Iorio,D,WSH,21,6,0,0,0
5,8471794.0,Darren Helm,C,COL,36,0,0,0,0
5,8479335.0,Rasmus Asplund,C,NSH,26,0,0,0,0
5,8478415.0,Jakub Zboril,D,BOS,26,0,0,0,0
